Orthogroup	Niphates_augustus.hints.aa	Ephydatia_Emu_v1_prots
OG0009117	jg18729.t1	Em0005g947a
OG0009118	jg13958.t1	Em0015g1262a
OG0009119	jg10191.t1	Em0015g880a
OG0009120	jg927.t1	Em0009g1277a
OG0009121	jg923.t1	Em0009g1267a
OG0009122	jg18723.t1	Em0009g1009a, Em0009g1012a
OG0009123	jg18756.t1	Em0009g1113a
OG0009125	jg933.t1	Em0009g1177a
OG0009128	jg10192.t1	Em0015g867a, Em0015g829a
OG0009129	jg13964.t1	Em0015g1264a
OG0009130	jg23780.t1	Em0006g981a
OG0009131	jg8206.t1	Em0003g188a
OG0009132	jg8211.t1	Em0003g681a
OG0009133	jg8216.t1, jg6078.t1	Em0003g731a
OG0009134	jg958.t1	Em0008g603a
OG0009135	jg12678.t1, jg12676.t1	Em0005g1661a
OG0009136	jg25726.t1	Em0023g709a
OG0009137	jg25711.t1	Em0023g371a
OG0009138	jg4557.t1	Em0010g737a, Em0010g739a
OG0009143	jg29735.t1	Em0020g974a
OG0009144	jg20534.t1	Em0008g847a
OG0009145	jg29746.t1	Em0020g992a
OG0009146	jg11629.t1	Em0008g340a
OG0009147	jg11635.t1	Em0010g63a, Em0010g57a
OG0009149	jg23781.t1	Em0006g980a
OG0009150	jg8207.t1	Em0018g706a, Em0018g698a
OG0009151	jg6089.t1, jg8227.t1	Em0003g527a
OG0009153	jg7667.t1	Em0023g182a
OG0009154	jg29726.t1	Em0020g700a
OG0009155	jg25725.t1	Em0023g707a
OG0009156	jg29733.t1	Em0020g797a
OG0009157	jg25710.t1	Em0023g370a
OG0009158	jg29738.t1	Em0020g970a
OG0009159	jg4360.t1	Em0006g1171a
OG0009160	jg4560.t1	Em0010g714a
OG0009163	jg8208.t1	Em0003g187a
OG0009164	jg23769.t1	Em0006g933a
OG0009165	jg23778.t1	Em0006g983a
OG0009166	jg29736.t1	Em0020g973a
OG0009167	jg29747.t1	Em0020g999a
OG0009168	jg17992.t1	Em0003g654a
OG0009173	jg29219.t1	Em0022g78a
OG0009174	jg23669.t1	Em0007g361a
OG0009175	jg29725.t1	Em0020g701a
OG0009176	jg29737.t1	Em0020g972a
OG0009177	jg29742.t1	Em0020g978a
OG0009178	jg17995.t1	Em0003g651a
OG0009179	jg29734.t1	Em0020g975a
OG0009180	jg18000.t1	Em0003g290a
OG0009181	jg29739.t1	Em0020g971a
OG0009182	jg8130.t1	Em0007g21a
OG0009183	jg11569.t1	Em0010g72a
OG0009184	jg8794.t1	Em0012g875a
OG0009187	jg17996.t1	Em0003g629a
OG0009188	jg8949.t1	Em0195g4a, Em0017g862a
OG0009189	jg23050.t1, jg23049.t1	Em0002g1886a
OG0009190	jg20529.t1, jg23376.t1	Em0023g119a
OG0009191	jg28312.t1	Em0019g663a
OG0009192	jg28321.t1	Em0019g708a
OG0009199	jg8468.t1	Em0012g890a
OG0009200	jg18694.t1	Em0005g1096a
OG0009201	jg8472.t1	Em0012g770a
OG0009203	jg28322.t1	Em0019g695a
OG0009204	jg28326.t1	Em0019g704a
OG0009206	jg16033.t1	Em0023g372a
OG0009207	jg995.t1	Em0009g618a
OG0009210	jg3527.t2, jg3527.t1	Em0023g916a
OG0009211	jg17556.t1	Em0018g966a, Em0018g860a
OG0009212	jg3520.t1	Em0011g1196a
OG0009213	jg28328.t1	Em0019g706a
OG0009214	jg28331.t1	Em0019g688a
OG0009215	jg16473.t1, jg9189.t1	Em0003g1645a
OG0009216	jg28320.t1	Em0019g709a
OG0009217	jg28332.t1	Em0019g685a
OG0009218	jg5993.t1	Em0011g514a
OG0009219	jg996.t1	Em0023g77a
OG0009220	jg6005.t1	Em0011g32a
OG0009223	jg6066.t1, jg1403.t1	Em0005g1594a
OG0009224	jg12655.t1	Em0005g1605a
OG0009225	jg12660.t1	Em0018g1015a
OG0009226	jg12671.t1	Em0005g1197a
OG0009228	jg17550.t1	Em0018g1190a, Em0018g1179a
OG0009235	jg5999.t1	Em0011g37a
OG0009236	jg29081.t1	Em0022g412a
OG0009239	jg9589.t2	Em0022g336a
OG0009240	jg5995.t1	Em0011g513a
OG0009243	jg12625.t1	Em0005g1271a
OG0009244	jg29083.t1	Em0022g414a
OG0009245	jg29068.t1	Em0004g1386a
OG0009247	jg1876.t1	Em0009g1122a
OG0009248	jg570.t1, jg6000.t1	Em0011g38a
OG0009250	jg12623.t1	Em0005g1446a
OG0009251	jg6004.t1	Em0011g33a
OG0009253	jg8341.t1	Em0012g1092a
OG0009254	jg25279.t1	Em0011g60a
OG0009256	jg18617.t1	Em0006g647a
OG0009257	jg26430.t1, jg23175.t1	Em0018g544a
OG0009258	jg1875.t1	Em0009g1121a
OG0009259	jg12624.t1	Em0005g1447a
OG0009260	jg12626.t1	Em0005g1268a
OG0009263	jg29005.t1	Em0022g605a
OG0009264	jg29059.t1	Em0022g339a
OG0009265	jg29060.t1	Em0022g338a
OG0009266	jg29057.t1	Em0003g1872a, Em0022g341a
OG0009267	jg8421.t1	Em0021g245a
OG0009268	jg8353.t1	Em0012g332a, Em0012g333a
OG0009270	jg8337.t1	Em0012g1091a
OG0009271	jg13825.t1	Em0015g309a
OG0009272	jg11705.t1	Em0015g617a, Em0015g620a
OG0009273	jg23236.t1	Em0022g175a
OG0009274	jg8418.t1	Em0021g225a
OG0009275	jg28993.t1	Em0022g222a
OG0009277	jg25659.t1, jg3175.t1	Em0006g494a
OG0009279	jg14608.t1	Em0006g1247a
OG0009280	jg8525.t1	Em0020g640a
OG0009281	jg11687.t1	Em0015g1033a
OG0009282	jg8010.t1, jg26663.t1	Em0007g845a
OG0009283	jg15564.t1, jg16213.t1	Em0015g1015a
OG0009285	jg4367.t1	Em0005g85a
OG0009286	jg18615.t1	Em0022g317a
OG0009288	jg14607.t1	Em0012g1090a
OG0009289	jg8419.t1	Em0016g1044a
OG0009291	jg8534.t1	Em0151g6a, Em0023g206a
OG0009292	jg8521.t1	Em0388g3a
OG0009293	jg8529.t1	Em0021g402a
OG0009294	jg8422.t1	Em0004g929a
OG0009295	jg8417.t1	Em0021g226a
OG0009297	jg3168.t1, jg25652.t1	Em0006g478a
OG0009298	jg7249.t1	Em0002g1622a, Em0002g1628a
OG0009300	jg14329.t1	Em0015g553a
OG0009301	jg12141.t1	Em0022g326a
OG0009304	jg26659.t1, jg8006.t1	Em0007g327a
OG0009305	jg12145.t1	Em0022g346a
OG0009306	jg1112.t1	Em0013g848a
OG0009307	jg18284.t1, jg16124.t1	Em0011g728a
OG0009308	jg8463.t1	Em0012g482a
OG0009309	jg19274.t1	Em0016g552a
OG0009310	jg14261.t1, jg16511.t1	Em0005g599a
OG0009311	jg8438.t1	Em0012g1042a
OG0009312	jg19215.t1	Em0016g1025a
OG0009314	jg19188.t1	Em0016g1104a
OG0009315	jg12382.t1	Em0004g96a
OG0009316	jg12346.t1	Em0004g1350a
OG0009318	jg15114.t1, jg13775.t1	Em0023g945a
OG0009319	jg8460.t1	Em0012g1064a
OG0009321	jg19300.t1	Em0016g518a
OG0009322	jg20669.t1	Em0023g33a
OG0009323	jg20861.t1	Em0023g59a
OG0009324	jg9857.t1	Em0158g2a
OG0009325	jg8458.t1	Em0012g1067a
OG0009326	jg24573.t1	Em0023g568a
OG0009327	jg25820.t1, jg1028.t1	Em0011g778a
OG0009329	jg12420.t1	Em0011g805a, Em0011g800a
OG0009331	jg4718.t1	Em0022g728a
OG0009332	jg7029.t1	Em0014g39a
OG0009334	jg7014.t1	Em0014g21a
OG0009335	jg19421.t1	Em0021g759a
OG0009338	jg12379.t1	Em0004g83a
OG0009339	jg14497.t1	Em0015g48a
OG0009340	jg12383.t1	Em0004g95a
OG0009341	jg14520.t1	Em0015g33a
OG0009342	jg14525.t1	Em0015g691a
OG0009343	jg14511.t1	Em0015g1186a
OG0009344	jg7163.t1	Em0004g14a
OG0009345	jg25943.t1	Em0008g1060a
OG0009346	jg20833.t1	Em0023g82a
OG0009347	jg20829.t1	Em0008g1166a
OG0009348	jg6845.t1	Em0011g791a
OG0009349	jg16783.t1	Em0011g61a
OG0009351	jg13451.t1, jg19350.t1	Em0015g1107a
OG0009352	jg19273.t1	Em0016g551a
OG0009353	jg11699.t1	Em0017g822a, Em0017g833a
OG0009354	jg23213.t1	Em0015g762a
OG0009355	jg19310.t1	Em0016g550a
OG0009356	jg19299.t1	Em0016g522a
OG0009358	jg9875.t1	Em0007g250a
OG0009360	jg3547.t1	Em0011g1049a
OG0009361	jg20665.t1	Em0023g30a
OG0009362	jg19420.t1	Em0022g698a
OG0009363	jg20826.t1	Em0008g60a
OG0009364	jg25975.t1	Em0008g913a
OG0009365	jg12386.t1	Em0004g70a
OG0009366	jg12348.t1	Em0004g1359a
OG0009367	jg12345.t1	Em0004g1369a
OG0009368	jg9877.t1	Em0021g552a
OG0009371	jg12419.t1	Em0011g784a
OG0009372	jg12418.t1	Em0011g785a
OG0009373	jg12415.t1	Em0011g787a
OG0009374	jg7013.t1	Em0021g758a
OG0009375	jg14496.t1	Em0015g49a
OG0009376	jg14518.t1	Em0015g32a
OG0009377	jg14524.t1	Em0015g676a
OG0009378	jg14521.t1	Em0015g674a
OG0009379	jg20668.t1	Em0023g34a
OG0009380	jg20832.t1	Em0023g86a
OG0009381	jg25973.t1	Em0008g99a
OG0009382	jg9859.t1	Em0019g955a
OG0009383	jg9868.t1	Em0007g154a
OG0009386	jg6231.t1	Em0009g186a
OG0009388	jg6222.t1	Em0009g1233a
OG0009389	jg7036.t1	Em0002g191a
OG0009390	jg3548.t1	Em0011g1053a
OG0009392	jg4337.t1	Em0006g1166a
OG0009393	jg13683.t1	Em0012g725a
OG0009394	jg15757.t1	Em0011g854a
OG0009397	jg3546.t1	Em0011g1025a
OG0009398	jg3549.t1	Em0011g1050a
OG0009399	jg6229.t1	Em0009g188a
OG0009403	jg13689.t1	Em0012g485a
OG0009404	jg29427.t1	Em0012g489a
OG0009405	jg13678.t1	Em0012g719a
OG0009408	jg6230.t1	Em0009g187a
OG0009409	jg29453.t1	Em0020g921a
OG0009410	jg29458.t1	Em0020g916a
OG0009411	jg5358.t1	Em0011g749a
OG0009413	jg23961.t1	Em0001g513a
OG0009414	jg16987.t1	Em0019g1041a
OG0009415	jg6232.t1	Em0009g185a
OG0009416	jg6224.t1	Em0009g1236a
OG0009418	jg29838.t1	Em0020g56a, Em0847g2a
OG0009419	jg29834.t1	Em0020g51a
OG0009420	jg6213.t1	Em0004g359a
OG0009421	jg29456.t1	Em0020g918a
OG0009422	jg7211.t1	Em0022g307a
OG0009423	jg13682.t1	Em0012g720a
OG0009424	jg9802.t1	Em0019g546a
OG0009425	jg17776.t1	Em0019g647a
OG0009426	jg29454.t1	Em0020g920a
OG0009427	jg16988.t1	Em0008g1059a
OG0009428	jg17768.t1	Em0019g810a
OG0009429	jg11213.t1	Em0019g314a
OG0009431	jg9833.t1	Em0003g38a
OG0009432	jg29793.t1	Em0020g1054a
OG0009433	jg29789.t1	Em0020g1057a
OG0009434	jg6395.t1	Em0006g1250a, Em0249g2a
OG0009435	jg29425.t1	Em0020g1051a
OG0009437	jg29833.t1	Em0020g50a
OG0009438	jg29827.t1	Em0020g183a
OG0009439	jg29452.t1	Em0020g922a
OG0009440	jg20296.t1	Em0014g785a
OG0009441	jg29426.t1	Em0020g1050a
OG0009442	jg29422.t1	Em0020g1071a, Em0020g1075a
OG0009443	jg29835.t1	Em0020g52a
OG0009446	jg29455.t1	Em0020g919a
OG0009447	jg9803.t1	Em0019g543a
OG0009449	jg9840.t1	Em0003g44a
OG0009451	jg18108.t1	Em0019g717a
OG0009452	jg9801.t1	Em0019g545a
OG0009453	jg20073.t1	Em0003g317a
OG0009454	jg19291.t1	Em0016g881a
OG0009455	jg11210.t1	Em0019g328a
OG0009456	jg11214.t1	Em0019g332a
OG0009457	jg9831.t1	Em0007g30a
OG0009458	jg16993.t1	Em0019g1053a
OG0009459	jg9844.t1	Em0003g211a
OG0009460	jg28959.t1	Em0022g205a
OG0009461	jg18109.t1	Em0019g718a
OG0009462	jg20080.t1	Em0003g320a
OG0009463	jg13799.t1	Em0015g127a
OG0009464	jg14343.t1	Em0015g79a
OG0009467	jg29207.t1	Em0022g358a
OG0009468	jg20305.t1	Em0014g832a
OG0009469	jg20308.t1	Em1424g1a
OG0009470	jg15699.t1	Em0018g154a
OG0009471	jg18136.t1	Em0018g188a
OG0009472	jg9841.t1	Em0003g40a
OG0009473	jg17390.t1	Em0003g191a
OG0009474	jg18135.t1	Em0018g187a
OG0009475	jg18083.t1	Em0019g875a
OG0009477	jg8158.t1	Em0003g1361a
OG0009478	jg12782.t1	Em0005g1484a
OG0009480	jg24539.t1	Em0023g64a
OG0009481	jg9843.t1	Em0003g269a
OG0009483	jg17083.t1	Em0015g610a
OG0009484	jg14572.t1	Em0016g569a
OG0009486	jg5967.t1	Em0011g157a
OG0009487	jg28976.t1	Em0022g197a
OG0009488	jg28980.t1	Em0022g191a
OG0009489	jg19290.t1	Em0016g882a
OG0009490	jg20074.t1	Em0003g318a
OG0009492	jg27948.t1	Em0718g4a, Em0019g149a
OG0009493	jg29208.t1	Em0022g359a
OG0009494	jg28045.t1	Em0019g178a
OG0009495	jg12766.t1	Em0005g1540a
OG0009498	jg18133.t1	Em0018g184a
OG0009499	jg18084.t1	Em0019g874a
OG0009500	jg12760.t1	Em0021g906a
OG0009501	jg12764.t1	Em0005g1379a
OG0009502	jg27298.t1	Em0001g2150a, Em0001g2149a
OG0009503	jg14683.t1	Em0016g1087a
OG0009504	jg12790.t1	Em0005g1669a
OG0009505	jg12794.t1	Em0005g1262a
OG0009506	jg14578.t1	Em0011g644a
OG0009507	jg18095.t1	Em0018g598a
OG0009508	jg5966.t1	Em0011g156a
OG0009509	jg5962.t1	Em0011g230a
OG0009510	jg18134.t1	Em0018g183a
OG0009511	jg14595.t1	Em0016g557a
OG0009513	jg27943.t1	Em0019g144a
OG0009514	jg18910.t1	Em0001g1334a
OG0009515	jg28043.t1	Em0019g176a
OG0009516	jg28048.t1	Em0019g142a
OG0009517	jg28053.t1	Em0019g184a
OG0009518	jg28061.t1	Em0019g190a
OG0009519	jg14390.t1	Em0015g137a
OG0009521	jg17084.t1	Em0015g611a
OG0009522	jg17081.t1	Em0015g561a
OG0009523	jg17064.t1	Em0023g792a
OG0009524	jg28046.t1	Em0019g180a
OG0009525	jg28051.t1	Em0019g181a
OG0009526	jg5897.t1	Em0018g534a, Em0052g10a
OG0009527	jg28058.t1	Em0019g186a
OG0009528	jg27976.t1	Em0019g244a
OG0009529	jg14571.t1	Em0016g1137a
OG0009530	jg27970.t1	Em0019g238a
OG0009531	jg15689.t1	Em0004g1360a
OG0009532	jg22111.t1	Em0014g585a
OG0009534	jg27951.t1	Em0019g152a
OG0009535	jg12564.t1	Em0021g379a
OG0009536	jg28044.t1	Em0019g177a
OG0009537	jg28054.t1	Em0019g185a
OG0009538	jg19258.t1	Em0016g917a
OG0009539	jg28056.t1	Em0019g187a
OG0009541	jg28062.t1	Em0019g1210a
OG0009542	jg22103.t1	Em0011g511a
OG0009543	jg27941.t1	Em0019g143a
OG0009544	jg27160.t1	Em0021g217a
OG0009545	jg28052.t1	Em0019g183a
OG0009546	jg27978.t1	Em0019g246a
OG0009547	jg22110.t1	Em0776g5a, Em0011g73a
OG0009548	jg22106.t1	Em0021g635a
OG0009551	jg17570.t1	Em0015g1290a
OG0009552	jg10689.t1	Em0015g1268a
OG0009554	jg17577.t1	Em0015g775a
OG0009556	jg8777.t1, jg8780.t1	Em0011g1055a
OG0009557	jg22847.t1	Em0008g636a
OG0009559	jg12560.t1	Em0021g393a
OG0009560	jg19386.t1	Em0005g87a
OG0009561	jg7289.t1	Em0021g422a
OG0009562	jg8841.t1	Em0016g111a
OG0009563	jg27977.t1	Em0019g245a
OG0009564	jg27971.t1	Em0019g237a
OG0009566	jg28066.t1	Em0019g1180a
OG0009568	jg26093.t1	Em0015g1259a
OG0009569	jg6358.t1	Em0011g293a
OG0009571	jg4359.t1	Em0018g375a
OG0009574	jg19388.t1	Em0006g862a
OG0009575	jg8838.t1	Em0016g149a
OG0009577	jg8833.t1	Em0016g152a
OG0009578	jg8829.t1	Em0018g1110a
OG0009579	jg4356.t1	Em0006g1224a
OG0009581	jg8883.t1	Em0935g1a, Em0016g228a
OG0009583	jg14696.t1	Em0011g322a
OG0009585	jg20563.t1	Em0008g572a
OG0009586	jg8840.t1	Em0016g110a
OG0009588	jg17571.t1	Em0015g1271a
OG0009590	jg16163.t1	Em0015g512a
OG0009591	jg8804.t1	Em0016g29a
OG0009593	jg17576.t1	Em0015g774a
OG0009594	jg8890.t1	Em1360g1a
OG0009596	jg12242.t1	Em0021g28a, Em0021g136a
OG0009599	jg8842.t1	Em0016g113a
OG0009600	jg16053.t1, jg20400.t1	Em0015g1018a
OG0009601	jg8837.t1	Em0016g150a
OG0009604	jg8825.t1	Em0016g12a
OG0009605	jg17579.t1	Em0015g565a, Em0015g566a
OG0009606	jg29039.t1	Em0022g225a
OG0009607	jg8933.t1	Em0016g392a
OG0009608	jg29035.t1	Em0022g648a
OG0009609	jg8899.t1	Em0016g422a
OG0009610	jg20568.t1	Em0008g1121a
OG0009611	jg4338.t1	Em0006g1163a
OG0009612	jg4334.t1	Em0807g2a, Em0006g861a
OG0009613	jg14720.t1	Em0011g494a
OG0009615	jg20714.t1	Em0008g53a
OG0009616	jg12246.t1	Em0021g137a
OG0009617	jg13868.t1	Em0023g112a
OG0009618	jg6332.t1	Em0011g313a
OG0009620	jg20573.t1	Em0008g972a
OG0009621	jg24343.t1	Em0023g321a
OG0009622	jg29049.t1	Em0022g217a
OG0009623	jg29038.t1	Em0022g170a
OG0009624	jg7965.t1	Em0020g571a
OG0009625	jg29403.t1	Em0020g638a
OG0009626	jg29398.t1	Em0020g643a
OG0009627	jg29617.t1	Em0020g181a
OG0009628	jg29621.t1	Em0020g843a
OG0009629	jg20805.t1	Em0008g971a
OG0009630	jg12245.t1	Em0021g142a, Em0021g134a
OG0009631	jg29531.t1	Em0013g1125a
OG0009632	jg20572.t1	Em0008g1130a
OG0009633	jg20409.t1, jg16061.t1	Em0015g979a
OG0009635	jg2235.t1	Em0002g205a
OG0009637	jg12191.t1	Em0795g2a, Em0021g20a
OG0009638	jg12280.t1	Em0621g3a, Em0014g73a
OG0009639	jg29542.t1	Em0020g499a
OG0009640	jg29538.t1	Em0020g567a
OG0009641	jg29529.t1	Em0020g566a
OG0009643	jg12805.t1	Em0005g1163a
OG0009644	jg12733.t1	Em0005g1200a
OG0009646	jg29622.t1	Em0020g841a
OG0009648	jg12510.t1	Em0006g618a
OG0009651	jg17697.t1	Em0003g404a
OG0009652	jg7968.t1	Em0020g603a
OG0009653	jg29399.t1	Em0020g642a
OG0009654	jg12192.t1	Em0023g352a
OG0009655	jg27692.t1	Em0011g865a, Em0011g863a
OG0009656	jg29620.t1	Em0020g842a
OG0009657	jg27682.t1	Em0009g602a
OG0009658	jg29537.t1	Em0020g553a
OG0009659	jg1856.t1	Em0009g1111a
OG0009661	jg4394.t1, jg9681.t1	Em0009g621a
OG0009662	jg12508.t1	Em0006g620a
OG0009663	jg29406.t1	Em0020g637a
OG0009666	jg12801.t1	Em0005g1166a
OG0009668	jg171.t1	Em0034g25a, Em0005g52a
OG0009669	jg27689.t1	Em0009g814a
OG0009670	jg3417.t1	Em0008g966a
OG0009671	jg2233.t1	Em0008g373a
OG0009672	jg2245.t1	Em0008g1043a
OG0009673	jg12731.t1	Em0005g1202a
OG0009674	jg27690.t1, jg27691.t1	Em0009g815a
OG0009675	jg24234.t1	Em0018g166a
OG0009676	jg12504.t1	Em0013g549a
OG0009677	jg27663.t1	Em0009g1165a
OG0009678	jg3649.t1, jg18152.t1	Em0015g125a
OG0009679	jg23253.t1	Em0015g68a
OG0009680	jg23589.t1	Em0016g103a, Em0016g102a
OG0009681	jg27683.t1	Em0009g601a
OG0009682	jg27668.t1	Em0009g593a
OG0009683	jg12511.t1	Em0006g877a
OG0009684	jg942.t1	Em0009g962a
OG0009688	jg3948.t1	Em0009g1188a
OG0009690	jg3953.t1, jg21545.t1	Em0009g1222a
OG0009691	jg18994.t1	Em0001g92a
OG0009692	jg18985.t1	Em0001g3565a
OG0009693	jg27680.t1	Em0009g675a, Em0009g670a
OG0009697	jg2244.t1	Em0008g1116a
OG0009699	jg27179.t1	Em0021g246a
OG0009700	jg4699.t1	Em0001g94a
OG0009703	jg23252.t1	Em0015g70a
OG0009704	jg21690.t1	Em0001g2524a
OG0009705	jg19042.t1	Em0001g2117a
OG0009706	jg28275.t1	Em0019g335a
OG0009707	jg28285.t1	Em0019g336a
OG0009708	jg8953.t1	Em0016g292a
OG0009709	jg28304.t1	Em0019g280a
OG0009711	jg6780.t1, jg27177.t1	Em0021g228a
OG0009712	jg19024.t1	Em0001g720a
OG0009714	jg18999.t1	Em0001g209a
OG0009715	jg23592.t1	Em0016g122a
OG0009717	jg23598.t1	Em0016g128a
OG0009718	jg18986.t1	Em0001g3564a
OG0009719	jg8297.t1	Em0012g148a, Em0012g151a
OG0009720	jg23610.t1	Em0016g148a
OG0009721	jg28454.t1	Em0019g254a
OG0009722	jg2311.t1	Em0013g354a, Em0013g350a
OG0009723	jg28289.t1	Em0005g1198a
OG0009725	jg28425.t1	Em0019g103a
OG0009727	jg28540.t1	Em0019g911a, Em0019g906a
OG0009729	jg19043.t1	Em0001g2116a
OG0009730	jg28271.t1	Em0019g356a
OG0009732	jg28298.t1	Em0019g931a
OG0009733	jg19001.t1	Em0001g67a
OG0009734	jg18991.t2	Em0001g106a
OG0009736	jg13866.t1	Em0015g803a
OG0009737	jg27182.t1	Em0021g316a
OG0009738	jg18705.t1	Em0002g1892a
OG0009739	jg12726.t1	Em0005g1216a
OG0009742	jg12719.t1	Em0005g1632a
OG0009745	jg28446.t1	Em0019g1106a, Em0019g1116a
OG0009746	jg28290.t1	Em0019g349a
OG0009747	jg28538.t1	Em0019g898a
OG0009749	jg28424.t1	Em0019g102a
OG0009750	jg28526.t1	Em0019g893a, Em0019g894a
OG0009751	jg28534.t1	Em0019g762a
OG0009752	jg28541.t1	Em0019g912a, Em0019g907a
OG0009753	jg12713.t1	Em0005g1637a
OG0009754	jg6189.t1	Em0009g1248a
OG0009755	jg18719.t1	Em0648g8a
OG0009756	jg18707.t1	Em0018g483a
OG0009758	jg28277.t1	Em0019g334a
OG0009759	jg28279.t1	Em0019g343a
OG0009760	jg28288.t1	Em0019g330a
OG0009761	jg12725.t1	Em0023g891a
OG0009762	jg19939.t1	Em0028g25a
OG0009763	jg12718.t1	Em0005g1636a
OG0009764	jg10717.t1, jg9511.t1	Em0011g546a
OG0009765	jg20215.t1	Em0014g577a
OG0009768	jg20197.t1	Em0019g1130a, Em0019g1131a
OG0009769	jg28537.t1	Em0019g897a
OG0009772	jg20244.t1	Em0014g708a
OG0009775	jg1877.t1	Em0009g1240a
OG0009776	jg18706.t1	Em0013g508a
OG0009777	jg12712.t1	Em0002g107a
OG0009778	jg20254.t1	Em0014g831a
OG0009779	jg20218.t1	Em0006g1008a
OG0009780	jg19932.t1	Em0022g333a
OG0009781	jg19940.t1	Em0014g718a
OG0009782	jg18720.t1	Em0009g1008a
OG0009785	jg12540.t1	Em0005g148a
OG0009786	jg20198.t1	Em0014g712a
OG0009787	jg12722.t1	Em0005g1631a
OG0009788	jg11935.t1	Em0023g436a
OG0009790	jg11957.t1	Em0023g319a
OG0009791	jg14174.t1, jg8603.t1	Em0023g713a
OG0009793	jg22445.t1	Em0023g425a
OG0009794	jg20219.t1	Em0005g1477a
OG0009798	jg20255.t1	Em0014g827a, Em0014g835a
OG0009799	jg20250.t1	Em0023g72a
OG0009800	jg22441.t1	Em0023g368a
OG0009801	jg12530.t1	Em0006g1035a
OG0009802	jg12362.t1	Em0004g208a
OG0009803	jg12367.t1	Em0004g26a
OG0009804	jg12372.t1	Em0004g240a
OG0009806	jg4326.t1	Em0023g917a
OG0009807	jg7241.t1	Em0022g171a
OG0009808	jg23130.t1	Em0023g377a
OG0009809	jg11106.t1	Em0017g214a
OG0009810	jg11111.t1	Em0017g565a
OG0009811	jg12405.t1	Em0004g30a
OG0009812	jg22443.t1	Em0001g12a
OG0009813	jg11934.t1	Em0023g468a
OG0009814	jg4331.t1	Em0023g598a
OG0009816	jg11119.t1	Em0018g493a, Em0018g488a
OG0009817	jg11965.t1	Em0023g763a
OG0009819	jg6432.t1	Em0006g1154a
OG0009820	jg22422.t1	Em0023g374a
OG0009821	jg29246.t1	Em0425g2a
OG0009823	jg22432.t1	Em0023g447a
OG0009824	jg8336.t1	Em0012g1046a
OG0009825	jg12365.t1	Em0004g238a
OG0009826	jg1424.t1	Em0011g1169a
OG0009827	jg12037.t1	Em0023g602a
OG0009828	jg5205.t1	Em0023g932a
OG0009829	jg14453.t1	Em0015g435a
OG0009830	jg8118.t1	Em0004g354a
OG0009831	jg12352.t1	Em0538g2a
OG0009832	jg12357.t1	Em0004g204a
OG0009833	jg11112.t1	Em0017g568a
OG0009834	jg12397.t1	Em0004g137a
OG0009835	jg12373.t1	Em0004g340a
OG0009838	jg8115.t1	Em0004g348a
OG0009839	jg12853.t1	Em0005g891a
OG0009840	jg12849.t1	Em0001g2641a
OG0009841	jg12399.t1	Em0004g138a
OG0009842	jg12834.t1	Em0581g5a, Em0008g630a
OG0009843	jg6429.t1	Em0006g988a
OG0009844	jg12822.t1	Em0005g1652a
OG0009845	jg4317.t1	Em0145g8a
OG0009846	jg10214.t1	Em0015g1210a
OG0009849	jg22380.t1	Em0006g1082a, Em0006g1115a
OG0009850	jg22440.t1	Em0023g367a
OG0009851	jg22446.t1	Em0023g940a
OG0009852	jg8334.t1	Em0012g1002a
OG0009853	jg12359.t1	Em0004g206a
OG0009854	jg12283.t1, jg4155.t1	Em0005g566a
OG0009855	jg1436.t1, jg495.t1	Em0023g609a
OG0009856	jg22402.t1	Em0006g1009a
OG0009858	jg4327.t1	Em0023g679a, Em0145g3a
OG0009859	jg22385.t1	Em0006g908a
OG0009860	jg11105.t1	Em0017g363a
OG0009861	jg8117.t1	Em0019g542a
OG0009863	jg20482.t2, jg19487.t1	Em0017g81a
OG0009865	jg10216.t1	Em0015g886a
OG0009867	jg26086.t1	Em0028g34a
OG0009868	jg12843.t1	Em0005g1018a
OG0009869	jg12836.t1	Em0005g1036a
OG0009871	jg12825.t1	Em0005g1646a
OG0009872	jg4319.t1	Em0145g7a, Em0023g675a
OG0009875	jg22406.t1	Em0005g91a
OG0009876	jg12852.t1	Em0005g1194a
OG0009877	jg22404.t1	Em0006g985a
OG0009878	jg22399.t1	Em0004g1019a, Em0004g1025a
OG0009879	jg12841.t1	Em0005g1035a
OG0009880	jg19222.t1	Em0016g995a
OG0009881	jg14543.t1	Em0016g983a
OG0009883	jg12358.t1	Em0004g205a
OG0009884	jg14748.t1	Em0011g522a
OG0009885	jg12377.t1	Em0004g308a
OG0009886	jg12321.t1	Em0004g349a
OG0009887	jg4507.t1	Em0011g92a, Em0011g109a
OG0009889	jg13849.t1	Em0001g850a
OG0009890	jg12864.t1	Em0009g987a
OG0009891	jg12859.t1	Em0005g1146a
OG0009892	jg22283.t1	Em0001g623a
OG0009894	jg3128.t1, jg30536.t1	Em0022g704a
OG0009896	jg17845.t1	Em0022g158a
OG0009898	jg19272.t1	Em0016g945a
OG0009900	jg19226.t1	Em0016g1000a
OG0009901	jg19221.t1	Em0016g996a
OG0009902	jg24239.t1	Em0011g7a
OG0009904	jg12652.t1	Em0005g1320a
OG0009905	jg19978.t1	Em0014g801a
OG0009906	jg22284.t1	Em0001g622a
OG0009907	jg4495.t1	Em0011g119a
OG0009909	jg13848.t1	Em0001g849a
OG0009910	jg13811.t1	Em0015g462a
