Orthogroup	Niphates_augustus.hints.aa	Human_UP000005640_9606
OG0010333	jg29649.t1	sp|Q9Y512|SAM50_HUMAN
OG0010334	jg29661.t1	sp|Q9H0S4|DDX47_HUMAN
OG0010335	jg2700.t1	sp|Q8IYI6|EXOC8_HUMAN
OG0010336	jg23074.t1	sp|Q9H9F9|ARP5_HUMAN
OG0010337	jg11661.t1	sp|Q12905|ILF2_HUMAN
OG0010338	jg2697.t1	sp|O75319|DUS11_HUMAN
OG0010339	jg10758.t1	sp|P62701|RS4X_HUMAN
OG0010341	jg28032.t1	sp|Q96A29|FUCT1_HUMAN
OG0010343	jg13720.t1	sp|Q9Y224|RTRAF_HUMAN
OG0010344	jg28200.t1	sp|Q9NVQ4|FAIM1_HUMAN
OG0010345	jg2677.t1	sp|Q9NXE8|CWC25_HUMAN
OG0010347	jg13397.t1	sp|Q9NY12|GAR1_HUMAN
OG0010349	jg29525.t1	sp|Q9UJK0|TSR3_HUMAN
OG0010350	jg6718.t1	sp|O15226|NKRF_HUMAN
OG0010351	jg28249.t1	sp|Q4LDG9|DNAL1_HUMAN
OG0010352	jg29650.t1	sp|P09234|RU1C_HUMAN
OG0010355	jg29665.t1	sp|Q7Z3J2|VP35L_HUMAN
OG0010357	jg29693.t1	sp|Q9UH03|SEPT3_HUMAN
OG0010358	jg29702.t1	sp|P30566|PUR8_HUMAN
OG0010359	jg28240.t1	sp|P55010|IF5_HUMAN
OG0010360	jg23481.t1	sp|Q96G28|CFA36_HUMAN
OG0010361	jg28231.t1	sp|Q6EMB2|TTLL5_HUMAN
OG0010362	jg10750.t1	sp|Q92994|TF3B_HUMAN
OG0010365	jg10787.t1	sp|Q9NXR8|ING3_HUMAN
OG0010366	jg20795.t1	sp|Q9UIF3|TEKT2_HUMAN
OG0010367	jg18040.t1	sp|Q9BY41|HDAC8_HUMAN
OG0010368	jg20790.t1	sp|Q96JN8|NEUL4_HUMAN
OG0010369	jg11598.t1	sp|Q9NZL4|HPBP1_HUMAN
OG0010370	jg13702.t1	sp|Q96C92|ENTR1_HUMAN
OG0010371	jg26704.t1	sp|Q2TAA8|TXIP1_HUMAN
OG0010372	jg29497.t1	sp|O00232|PSD12_HUMAN
OG0010375	jg29517.t1	sp|Q9HB40|RISC_HUMAN
OG0010376	jg29521.t1	sp|Q86XA0|MET23_HUMAN
OG0010377	jg29630.t1	sp|Q8TB05|UBAD1_HUMAN, sp|Q8IYN6|UBAD2_HUMAN
OG0010378	jg13376.t1	sp|O43313|ATMIN_HUMAN
OG0010379	jg29648.t1	sp|Q9NX18|SDHF2_HUMAN
OG0010380	jg28256.t1	sp|Q8N8U9|BMPER_HUMAN
OG0010381	jg29653.t1	sp|Q8N122|RPTOR_HUMAN
OG0010382	jg28251.t1	sp|P07954|FUMH_HUMAN
OG0010383	jg29673.t1	sp|A4D2P6|GRD2I_HUMAN
OG0010384	jg29677.t1	sp|Q9Y2T1|AXIN2_HUMAN, sp|O15169|AXIN1_HUMAN
OG0010385	jg20590.t1	sp|Q9BV90|SNR25_HUMAN
OG0010386	jg29691.t1	sp|Q9BW83|IFT27_HUMAN
OG0010387	jg20802.t1	sp|Q9H9T3|ELP3_HUMAN
OG0010388	jg20730.t1	sp|A0AVI4|TM129_HUMAN
OG0010389	jg20815.t1	sp|P10606|COX5B_HUMAN
OG0010390	jg20808.t1	sp|Q9HCU5|PREB_HUMAN
OG0010392	jg20752.t1	sp|P50897|PPT1_HUMAN
OG0010394	jg2346.t1	sp|Q9NNW5|WDR6_HUMAN
OG0010395	jg20792.t1	sp|Q9NVA1|UQCC1_HUMAN
OG0010396	jg27932.t1	sp|Q86US8|EST1A_HUMAN
OG0010397	jg2743.t1	sp|Q14152|EIF3A_HUMAN
OG0010398	jg28033.t1	sp|Q86TN4|TRPT1_HUMAN
OG0010399	jg2802.t1	sp|P21128|ENDOU_HUMAN
OG0010400	jg20813.t1	sp|P40939|ECHA_HUMAN
OG0010403	jg13393.t1	sp|O75380|NDUS6_HUMAN
OG0010404	jg10994.t1	sp|P50579|MAP2_HUMAN
OG0010405	jg2745.t1	sp|O43684|BUB3_HUMAN
OG0010406	jg28244.t1	sp|P82664|RT10_HUMAN
OG0010407	jg28229.t1	sp|Q9NVU7|SDA1_HUMAN
OG0010408	jg23084.t1	sp|Q9UBG7|RBPJL_HUMAN, sp|Q06330|SUH_HUMAN
OG0010409	jg20769.t1	sp|Q6ZWE6|PKHM3_HUMAN
OG0010410	jg11051.t1	sp|P57081|WDR4_HUMAN
OG0010411	jg20791.t1	sp|P49916|DNLI3_HUMAN
OG0010412	jg11062.t1	sp|Q9H7Z6|KAT8_HUMAN
OG0010413	jg14494.t1	sp|Q12788|TBL3_HUMAN
OG0010414	jg20543.t1	sp|Q9NSD9|SYFB_HUMAN
OG0010415	jg2351.t1	sp|A0MZ66|SHOT1_HUMAN
OG0010416	jg25183.t1	sp|Q9BXP2|S12A9_HUMAN
OG0010417	jg14469.t1	sp|Q8N511|TM199_HUMAN
OG0010419	jg18484.t1	sp|Q5T124|UBX11_HUMAN
OG0010420	jg11015.t1	sp|P06744|G6PI_HUMAN
OG0010421	jg3757.t1	sp|O43719|HTSF1_HUMAN
OG0010423	jg20701.t1	sp|Q9NV56|MRGBP_HUMAN
OG0010424	jg20594.t1	sp|Q8WZA0|LZIC_HUMAN
OG0010425	jg18420.t1	sp|Q9H1K1|ISCU_HUMAN
OG0010426	jg18422.t1	sp|Q86YH6|DLP1_HUMAN
OG0010427	jg20589.t1, jg4041.t1	sp|Q5VV42|CDKAL_HUMAN
OG0010429	jg20804.t1	sp|P63220|RS21_HUMAN
OG0010430	jg14454.t1	sp|Q96S52|PIGS_HUMAN
OG0010431	jg14488.t1	sp|Q86UA6|RIP_HUMAN
OG0010432	jg13796.t1	sp|Q7KZ85|SPT6H_HUMAN
OG0010434	jg25184.t1	sp|O14735|CDIPT_HUMAN
OG0010435	jg20540.t1	sp|P58340|MLF1_HUMAN, sp|Q15773|MLF2_HUMAN
OG0010436	jg11036.t1	sp|Q15428|SF3A2_HUMAN
OG0010438	jg11060.t1	sp|Q9H0I2|ENKD1_HUMAN
OG0010441	jg2744.t1	sp|P51157|RAB28_HUMAN
OG0010442	jg14403.t1	sp|Q15131|CDK10_HUMAN
OG0010444	jg14486.t1	sp|Q5VIR6|VPS53_HUMAN
OG0010445	jg18504.t1	sp|P50990|TCPQ_HUMAN
OG0010446	jg25167.t1	sp|O60870|KIN17_HUMAN
OG0010447	jg25180.t1	sp|O15091|MRPP3_HUMAN
OG0010448	jg18492.t1	sp|Q96BW1|UPP_HUMAN
OG0010449	jg25175.t1	sp|O43660|PLRG1_HUMAN
OG0010450	jg23085.t1	sp|Q86YI8|PHF13_HUMAN
OG0010451	jg25186.t1	sp|Q92667|AKAP1_HUMAN
OG0010452	jg1589.t1	sp|Q96BN2|TADA1_HUMAN
OG0010453	jg18477.t1	sp|Q02790|FKBP4_HUMAN
OG0010455	jg3770.t1	sp|Q9BRD0|BUD13_HUMAN
OG0010456	jg25157.t1	sp|P63167|DYL1_HUMAN, sp|Q96FJ2|DYL2_HUMAN
OG0010457	jg11061.t1	sp|Q92600|CNOT9_HUMAN
OG0010458	jg3789.t1	sp|Q5JRX3|PREP_HUMAN
OG0010459	jg14398.t1	sp|Q96SZ5|AEDO_HUMAN
OG0010460	jg3801.t1	sp|Q9P0P8|MRES1_HUMAN
OG0010462	jg18421.t1	sp|Q9NWU1|OXSM_HUMAN
OG0010463	jg14445.t1	sp|Q9UNP9|PPIE_HUMAN
OG0010464	jg18423.t1	sp|P10109|ADX_HUMAN
OG0010465	jg14439.t1	sp|Q8TEA7|TBCK_HUMAN
OG0010466	jg14361.t1	sp|O43709|BUD23_HUMAN
OG0010467	jg10063.t2, jg10063.t1	sp|Q96LD8|SENP8_HUMAN
OG0010468	jg14480.t1	sp|Q9UNE2|RPH3L_HUMAN
OG0010471	jg23256.t1	sp|Q149N8|SHPRH_HUMAN
OG0010472	jg18503.t1	sp|Q9UBI9|HDC_HUMAN
OG0010473	jg25171.t1	sp|Q9UK97|FBX9_HUMAN
OG0010474	jg10068.t1	sp|Q9Y4R7|TTLL3_HUMAN, sp|A6PVC2|TTLL8_HUMAN
OG0010475	jg18486.t1	sp|Q9H299|SH3L3_HUMAN
OG0010476	jg25187.t1	sp|Q6Y288|B3GLT_HUMAN
OG0010477	jg18481.t1	sp|Q13492|PICAL_HUMAN
OG0010478	jg3756.t1	sp|Q96S44|PRPK_HUMAN
OG0010479	jg17088.t1	sp|P16435|NCPR_HUMAN
OG0010480	jg25160.t1	sp|P29474|NOS3_HUMAN
OG0010481	jg9083.t1	sp|P52907|CAZA1_HUMAN, sp|P47755|CAZA2_HUMAN
OG0010482	jg11529.t1	sp|Q86V21|AACS_HUMAN
OG0010483	jg14405.t1	sp|Q9BRQ8|FSP1_HUMAN
OG0010484	jg18428.t1	sp|Q8NCR3|MFI_HUMAN
OG0010486	jg18485.t1	sp|Q93034|CUL5_HUMAN
OG0010487	jg18480.t1	sp|Q9NZJ6|COQ3_HUMAN
OG0010488	jg3761.t1	sp|O75937|DNJC8_HUMAN
OG0010489	jg18419.t1	sp|O60508|PRP17_HUMAN
OG0010491	jg18429.t1	sp|O95684|CEP43_HUMAN
OG0010492	jg11059.t1	sp|O00267|SPT5H_HUMAN
OG0010495	jg2790.t1	sp|P49247|RPIA_HUMAN
OG0010496	jg1612.t1	sp|Q96NB1|CEP20_HUMAN
OG0010497	jg14492.t1	sp|Q06265|EXOS9_HUMAN
OG0010498	jg2341.t1	sp|Q9BVK6|TMED9_HUMAN, sp|Q7Z7H5|TMED4_HUMAN
OG0010499	jg25181.t1	sp|Q2TAA5|ALG11_HUMAN
OG0010500	jg2435.t1	sp|P53597|SUCA_HUMAN
OG0010502	jg2799.t1	sp|Q9H9B4|SFXN1_HUMAN
OG0010504	jg9107.t1, jg21978.t1	sp|Q8IVJ1|S41A1_HUMAN
OG0010505	jg14467.t1	sp|Q6ICL3|TNG2_HUMAN
OG0010506	jg14461.t1	sp|O75419|CDC45_HUMAN
OG0010508	jg10066.t1	sp|O60830|TI17B_HUMAN, sp|Q99595|TI17A_HUMAN
OG0010509	jg2761.t1	sp|O94941|RNF37_HUMAN
OG0010510	jg11525.t1	sp|Q8NA58|PNDC1_HUMAN
OG0010511	jg28478.t1	sp|Q8N3J2|METL4_HUMAN
OG0010513	jg13354.t1	sp|Q9NVP4|DZAN1_HUMAN
OG0010514	jg18499.t1	sp|Q8N7X0|ADGB_HUMAN
OG0010516	jg3765.t1	sp|Q96SZ6|CK5P1_HUMAN
OG0010518	jg9105.t1, jg21980.t1	sp|Q02543|RL18A_HUMAN
OG0010519	jg28172.t1	sp|Q8TB22|SPT20_HUMAN
OG0010520	jg28189.t1	sp|P56381|ATP5E_HUMAN, sp|Q5VTU8|AT5EL_HUMAN
OG0010521	jg3793.t1	sp|Q9BWD1|THIC_HUMAN
OG0010522	jg3797.t1	sp|O95620|DUS4L_HUMAN
OG0010523	jg6745.t1	sp|P51665|PSMD7_HUMAN
OG0010524	jg3802.t1	sp|Q9BUT1|BDH2_HUMAN
OG0010525	jg18427.t1	sp|O00764|PDXK_HUMAN
OG0010526	jg2267.t1	sp|P52732|KIF11_HUMAN
OG0010527	jg2410.t1	sp|O15066|KIF3B_HUMAN
OG0010528	jg8107.t1	sp|Q96EM0|T3HPD_HUMAN
OG0010530	jg9101.t1	sp|Q9Y2I9|TBC30_HUMAN
OG0010531	jg2786.t1	sp|Q9H0E9|BRD8_HUMAN
OG0010532	jg2728.t1	sp|Q6L8Q7|PDE12_HUMAN
OG0010533	jg2732.t1	sp|Q8TDY2|RBCC1_HUMAN
OG0010534	jg15820.t1	sp|Q7L5N1|CSN6_HUMAN
OG0010535	jg16811.t1	sp|Q9Y5P8|P2R3B_HUMAN
OG0010536	jg2342.t1	sp|P49354|FNTA_HUMAN
OG0010537	jg15895.t1	sp|O00743|PPP6_HUMAN
OG0010538	jg2442.t1	sp|Q9HD40|SPCS_HUMAN
OG0010539	jg6879.t1	sp|P06576|ATPB_HUMAN
OG0010541	jg13367.t1	sp|Q8WVK2|SNR27_HUMAN
OG0010542	jg13353.t1	sp|Q96F85|CNRP1_HUMAN
OG0010543	jg2724.t1	sp|Q16891|MIC60_HUMAN
OG0010544	jg2330.t1	sp|P46459|NSF_HUMAN
OG0010545	jg29106.t1	sp|Q8IW45|NNRD_HUMAN
OG0010546	jg28080.t1	sp|O00471|EXOC5_HUMAN
OG0010548	jg28096.t1	sp|Q8N806|UBR7_HUMAN
OG0010549	jg28114.t1	sp|Q9P2I0|CPSF2_HUMAN
OG0010550	jg1587.t1	sp|Q8N6V9|TEX9_HUMAN
OG0010551	jg28178.t1	sp|Q9Y697|NFS1_HUMAN
OG0010552	jg2727.t1	sp|Q8NDM7|CFA43_HUMAN
OG0010553	jg2738.t1	sp|P61254|RL26_HUMAN, sp|Q9UNX3|RL26L_HUMAN
OG0010554	jg17894.t1	sp|Q8IWZ6|BBS7_HUMAN
OG0010557	jg2667.t1	sp|Q7Z3E2|CC186_HUMAN
OG0010558	jg2770.t1	sp|Q9BZH6|WDR11_HUMAN
OG0010559	jg2316.t1	sp|Q8N442|GUF1_HUMAN
OG0010560	jg2458.t1	sp|Q9UGI0|ZRAN1_HUMAN
OG0010562	jg28475.t1	sp|Q92993|KAT5_HUMAN
OG0010563	jg2444.t1	sp|Q99614|TTC1_HUMAN
OG0010564	jg28270.t1	sp|Q969Z3|MARC2_HUMAN, sp|Q5VT66|MARC1_HUMAN
OG0010566	jg8108.t1	sp|A2A3K4|PTPC1_HUMAN
OG0010568	jg2798.t1	sp|Q7L2J0|MEPCE_HUMAN
OG0010569	jg2369.t1	sp|O95391|SLU7_HUMAN
OG0010570	jg4138.t1	sp|Q6IAA8|LTOR1_HUMAN
OG0010571	jg2674.t1, jg2674.t2	sp|Q9H8W3|F204A_HUMAN
OG0010572	jg2668.t1	sp|Q14493|SLBP_HUMAN
OG0010573	jg2769.t2, jg2769.t1	sp|A6NK58|LIPT2_HUMAN
OG0010575	jg16804.t1	sp|Q96CW5|GCP3_HUMAN
OG0010576	jg9086.t1	sp|O60725|ICMT_HUMAN
OG0010578	jg28482.t1	sp|Q96BH1|RNF25_HUMAN
OG0010579	jg9088.t1	sp|Q13200|PSMD2_HUMAN
OG0010580	jg9095.t1	sp|Q7Z7A4|PXK_HUMAN
OG0010583	jg28168.t1	sp|Q96QF7|ACRC_HUMAN
OG0010584	jg13342.t1	sp|Q14442|PIGH_HUMAN
OG0010585	jg6880.t1	sp|P62995|TRA2B_HUMAN
OG0010586	jg28183.t1	sp|Q69YN4|VIR_HUMAN
OG0010587	jg13326.t1	sp|P36404|ARL2_HUMAN
OG0010588	jg20629.t1	sp|A6NIK2|LR10B_HUMAN
OG0010591	jg26707.t1	sp|Q4G0X9|CCD40_HUMAN
OG0010592	jg3697.t1	sp|Q9Y6X1|SERP1_HUMAN, sp|Q8N6R1|SERP2_HUMAN
OG0010593	jg28214.t1	sp|Q9BRX5|PSF3_HUMAN
OG0010596	jg15885.t1	sp|O95199|RCBT2_HUMAN, sp|Q8NDN9|RCBT1_HUMAN
OG0010598	jg15897.t1	sp|Q15054|DPOD3_HUMAN
OG0010599	jg8313.t1	sp|Q9UNT1|RBL2B_HUMAN, sp|Q9UBK7|RBL2A_HUMAN
OG0010600	jg17911.t1	sp|Q9Y303|NAGA_HUMAN
OG0010602	jg8269.t1	sp|Q5JTW2|CEP78_HUMAN
OG0010604	jg15896.t1	sp|Q9P2R7|SUCB1_HUMAN
OG0010606	jg6882.t1	sp|Q14554|PDIA5_HUMAN
OG0010607	jg4755.t1	sp|O43678|NDUA2_HUMAN
OG0010608	jg7121.t1	sp|Q14679|TTLL4_HUMAN
OG0010609	jg2409.t1	sp|P28360|MSX1_HUMAN, sp|P35548|MSX2_HUMAN
OG0010610	jg7127.t1	sp|Q8IVI9|NOSTN_HUMAN
OG0010611	jg8320.t1	sp|Q9Y2D2|S35A3_HUMAN
OG0010612	jg8501.t1	sp|P62906|RL10A_HUMAN
OG0010613	jg29076.t1	sp|Q9UKU7|ACAD8_HUMAN
OG0010614	jg2781.t1	sp|Q8NBF2|NHLC2_HUMAN
OG0010616	jg7144.t1	sp|Q9HAE3|EFCB1_HUMAN
OG0010617	jg7108.t1	sp|Q6UX71|PXDC2_HUMAN, sp|Q8IUK5|PLDX1_HUMAN
OG0010618	jg8406.t1	sp|Q86VX9|MON1A_HUMAN
OG0010619	jg2639.t1	sp|Q9NY93|DDX56_HUMAN
OG0010620	jg27199.t1	sp|O95235|KI20A_HUMAN
OG0010621	jg29110.t1	sp|P0DPB6|RPAC2_HUMAN
OG0010623	jg20661.t1	sp|Q96B02|UBE2W_HUMAN
OG0010624	jg22629.t1	sp|Q8IZ21|PHAR4_HUMAN
OG0010625	jg23216.t1	sp|Q5TBA9|FRY_HUMAN, sp|O94915|FRYL_HUMAN
OG0010626	jg20632.t1	sp|Q8IWE5|PKHM2_HUMAN
OG0010627	jg17890.t1	sp|Q8N9N2|ASCC1_HUMAN
OG0010628	jg4118.t1	sp|Q9H6J7|CK049_HUMAN
OG0010629	jg20620.t1	sp|Q53EV4|LRC23_HUMAN
OG0010630	jg2766.t1	sp|Q9P287|BCCIP_HUMAN
OG0010631	jg29134.t1	sp|Q9UFF9|CNOT8_HUMAN, sp|Q9UIV1|CNOT7_HUMAN
OG0010633	jg28476.t1	sp|Q9NRX1|PNO1_HUMAN
OG0010634	jg28467.t1	sp|Q96EY9|ADAT3_HUMAN
OG0010636	jg28267.t1	sp|Q86U28|ISCA2_HUMAN
OG0010637	jg29153.t1	sp|Q9UGJ1|GCP4_HUMAN
OG0010639	jg29150.t1	sp|P32969|RL9_HUMAN
OG0010640	jg13337.t1	sp|P60983|GMFB_HUMAN, sp|O60234|GMFG_HUMAN
OG0010641	jg28933.t2	sp|P08397|HEM3_HUMAN
OG0010642	jg13328.t1	sp|Q96L50|LLR1_HUMAN
OG0010643	jg28067.t1	sp|Q9H6W3|RIOX1_HUMAN
OG0010644	jg4139.t1	sp|Q9Y2Z0|SGT1_HUMAN
OG0010646	jg28971.t1	sp|P46100|ATRX_HUMAN
OG0010648	jg12925.t1, jg1301.t1	sp|P34059|GALNS_HUMAN
OG0010649	jg20694.t1	sp|Q92544|TM9S4_HUMAN
OG0010651	jg6737.t1	sp|Q9BUB7|TMM70_HUMAN
OG0010652	jg2520.t1	sp|Q7L5Y9|MAEA_HUMAN
OG0010653	jg20622.t1	sp|Q5W041|ARMC3_HUMAN
OG0010654	jg27216.t1	sp|Q96IJ6|GMPPA_HUMAN
OG0010655	jg28213.t1	sp|O95707|RPP29_HUMAN
OG0010656	jg2551.t1	sp|Q53EL6|PDCD4_HUMAN
OG0010657	jg20695.t1	sp|Q12972|PP1R8_HUMAN
OG0010658	jg2563.t1	sp|Q5T013|HYI_HUMAN
OG0010660	jg8403.t1	sp|O60906|NSMA_HUMAN
OG0010661	jg25966.t1	sp|Q9Y2T3|GUAD_HUMAN
OG0010662	jg20838.t1	sp|Q5THJ4|VP13D_HUMAN
OG0010663	jg8412.t1	sp|O75083|WDR1_HUMAN
OG0010665	jg19406.t1	sp|Q14978|NOLC1_HUMAN
OG0010667	jg6881.t1	sp|P62195|PRS8_HUMAN
OG0010669	jg7050.t1	sp|Q9BRP8|PYM1_HUMAN
OG0010670	jg8267.t1	sp|Q7Z6B0|CCD91_HUMAN
OG0010671	jg4047.t1	sp|Q6ZV65|FA47E_HUMAN
OG0010672	jg1485.t1	sp|O95819|M4K4_HUMAN
OG0010674	jg3696.t1	sp|Q6UWJ1|TMCO3_HUMAN
OG0010675	jg27214.t1	sp|O94921|CDK14_HUMAN, sp|Q96Q40|CDK15_HUMAN
OG0010679	jg3723.t1	sp|Q7Z5U6|WDR53_HUMAN
OG0010680	jg8409.t1	sp|O95922|TTLL1_HUMAN
OG0010681	jg8413.t1	sp|O60293|ZC3H1_HUMAN
OG0010682	jg6914.t1	sp|Q9NYL2|M3K20_HUMAN
OG0010684	jg3433.t1	sp|Q9Y2F5|ICE1_HUMAN
OG0010685	jg8491.t1	sp|Q969Q0|RL36L_HUMAN, sp|P83881|RL36A_HUMAN
OG0010686	jg6898.t1	sp|Q12996|CSTF3_HUMAN
OG0010688	jg6893.t1	sp|O95980|RECK_HUMAN
OG0010689	jg8401.t1	sp|Q9Y315|DEOC_HUMAN
OG0010690	jg8333.t1	sp|Q6UWH6|TX261_HUMAN
OG0010691	jg8385.t1	sp|Q12888|TP53B_HUMAN
OG0010692	jg2304.t1	sp|Q16514|TAF12_HUMAN
OG0010693	jg2740.t1, jg2501.t1	sp|Q12980|NPRL3_HUMAN
OG0010694	jg15798.t1	sp|P35249|RFC4_HUMAN
OG0010695	jg8371.t1	sp|Q8TF76|HASP_HUMAN
OG0010696	jg15794.t1	sp|Q9Y237|PIN4_HUMAN
OG0010697	jg29148.t1	sp|Q96FH0|BORC8_HUMAN
OG0010698	jg2547.t1	sp|Q7L273|KCTD9_HUMAN
OG0010699	jg12202.t1	sp|Q9UKX7|NUP50_HUMAN
OG0010700	jg4033.t1	sp|P24386|RAE1_HUMAN, sp|P26374|RAE2_HUMAN
OG0010702	jg29174.t1	sp|Q16585|SGCB_HUMAN
OG0010703	jg4044.t1	sp|Q8N490|PNKD_HUMAN
OG0010704	jg2684.t1	sp|Q5T2E6|ARMD3_HUMAN
OG0010706	jg1215.t1, jg8641.t1	sp|Q9GZP4|PITH1_HUMAN
OG0010707	jg20662.t1	sp|Q9NZC9|SMAL1_HUMAN
OG0010708	jg25959.t1	sp|Q9BQT8|ODC_HUMAN
OG0010709	jg19581.t1, jg6454.t1	sp|Q6PI78|TMM65_HUMAN
OG0010711	jg20693.t1	sp|Q14397|GCKR_HUMAN
OG0010712	jg20631.t1	sp|Q6P1S2|CC033_HUMAN
OG0010714	jg2301.t1	sp|Q5JU00|DRC5_HUMAN
OG0010716	jg7133.t1	sp|O75896|TUSC2_HUMAN
OG0010718	jg2530.t1	sp|Q9H5U6|ZCHC4_HUMAN
OG0010719	jg2510.t1	sp|Q8WVB6|CTF18_HUMAN
OG0010720	jg2514.t1	sp|Q9NX47|MARH5_HUMAN
OG0010721	jg6913.t1	sp|P38398|BRCA1_HUMAN
OG0010722	jg2531.t1	sp|Q99832|TCPH_HUMAN
OG0010723	jg2554.t1	sp|Q9BVG4|PBDC1_HUMAN
OG0010724	jg2561.t1	sp|Q96LT9|RNPC3_HUMAN
OG0010725	jg27168.t1	sp|Q9H6Q4|CIAO3_HUMAN
OG0010726	jg6901.t1	sp|Q9GZL7|WDR12_HUMAN
OG0010727	jg2545.t1	sp|Q9H2W6|RM46_HUMAN
OG0010728	jg6892.t1	sp|Q6P1N9|TATD1_HUMAN
OG0010729	jg2550.t1	sp|Q6P2I3|FAH2B_HUMAN, sp|Q96GK7|FAH2A_HUMAN
OG0010730	jg8514.t1	sp|Q9NWX6|THG1_HUMAN
OG0010731	jg7161.t1	sp|Q6IA86|ELP2_HUMAN
OG0010732	jg12275.t1	sp|Q9P225|DYH2_HUMAN
OG0010734	jg2608.t1	sp|Q9HBK9|AS3MT_HUMAN
OG0010735	jg2590.t1	sp|Q6ZUS6|CC149_HUMAN
OG0010736	jg15797.t1	sp|O94880|PHF14_HUMAN
OG0010738	jg21682.t1	sp|P55201|BRPF1_HUMAN
OG0010739	jg7060.t1	sp|P48449|LSS_HUMAN
OG0010740	jg8323.t1	sp|P45954|ACDSB_HUMAN
OG0010741	jg8530.t1	sp|Q6ZN18|AEBP2_HUMAN
OG0010742	jg2686.t1	sp|O15498|YKT6_HUMAN
OG0010743	jg8503.t1	sp|Q9NX58|LYAR_HUMAN
OG0010744	jg7141.t1	sp|Q96KC2|ARL5B_HUMAN
OG0010745	jg18898.t1	sp|Q15008|PSMD6_HUMAN
OG0010746	jg18893.t1	sp|Q8NBL1|PGLT1_HUMAN
OG0010747	jg7056.t1	sp|P49720|PSB3_HUMAN
OG0010748	jg7187.t1	sp|O15355|PPM1G_HUMAN
OG0010749	jg7064.t1	sp|Q9Y4Y9|LSM5_HUMAN
OG0010750	jg7069.t1	sp|Q6DKK2|TTC19_HUMAN
OG0010752	jg7898.t1, jg20521.t1	sp|P62256|UBE2H_HUMAN
OG0010753	jg6911.t1	sp|O00231|PSD11_HUMAN
OG0010754	jg6905.t1	sp|Q96H20|SNF8_HUMAN
OG0010756	jg7116.t1	sp|Q15029|U5S1_HUMAN
OG0010757	jg7120.t1	sp|Q9UBU6|FA8A1_HUMAN
OG0010759	jg6888.t1	sp|Q9NVE5|UBP40_HUMAN
OG0010760	jg18950.t1	sp|Q6NXP0|EFC12_HUMAN
OG0010762	jg7160.t1	sp|Q9H3L0|MMAD_HUMAN
OG0010763	jg12273.t1	sp|Q9UFE4|CCD39_HUMAN
OG0010765	jg15806.t1	sp|Q9UHK0|NUFP1_HUMAN
OG0010766	jg12308.t1	sp|P24752|THIL_HUMAN
OG0010767	jg18976.t1	sp|P54886|P5CS_HUMAN
OG0010768	jg19113.t1	sp|P49356|FNTB_HUMAN
OG0010771	jg2473.t1	sp|Q86U44|MTA70_HUMAN
OG0010772	jg18854.t1	sp|P49736|MCM2_HUMAN
OG0010774	jg2310.t1	sp|Q9BTA9|WAC_HUMAN
OG0010775	jg21683.t1	sp|P22557|HEM0_HUMAN
OG0010776	jg2496.t1	sp|Q14677|EPN4_HUMAN
OG0010777	jg19005.t1	sp|Q7L590|MCM10_HUMAN
OG0010778	jg18918.t1	sp|P11413|G6PD_HUMAN
OG0010779	jg2560.t1	sp|Q5VTE6|ANGE2_HUMAN, sp|Q9UNK9|ANGE1_HUMAN
OG0010780	jg18819.t1	sp|Q9BV10|ALG12_HUMAN
OG0010781	jg18823.t1	sp|Q5D0E6|DALD3_HUMAN
OG0010783	jg18861.t1	sp|Q9Y6H5|SNCAP_HUMAN
OG0010784	jg25957.t1	sp|Q9Y251|HPSE_HUMAN, sp|Q8WWQ2|HPSE2_HUMAN
OG0010785	jg7180.t1	sp|P35244|RFA3_HUMAN
OG0010786	jg18977.t1	sp|Q6ZR37|PKHG7_HUMAN
OG0010787	jg7059.t1	sp|Q16850|CP51A_HUMAN
OG0010789	jg19455.t1	sp|P11766|ADHX_HUMAN
OG0010790	jg19008.t1	sp|Q9Y6B7|AP4B1_HUMAN
OG0010791	jg22184.t1, jg21331.t1	sp|O95182|NDUA7_HUMAN
OG0010792	jg18906.t1	sp|Q5QP82|DCA10_HUMAN
OG0010793	jg18900.t1	sp|Q99633|PRP18_HUMAN
OG0010794	jg18895.t1	sp|P11177|ODPB_HUMAN
OG0010795	jg7074.t1	sp|P82979|SARNP_HUMAN
OG0010796	jg24256.t1	sp|Q12767|TMM94_HUMAN
OG0010797	jg7114.t1	sp|P63208|SKP1_HUMAN
OG0010798	jg21685.t1	sp|Q96CM3|RUSD4_HUMAN
OG0010799	jg20518.t1, jg7895.t1	sp|P61088|UBE2N_HUMAN
OG0010800	jg6900.t1	sp|Q5TKA1|LIN9_HUMAN
OG0010801	jg18907.t1	sp|P47897|SYQ_HUMAN
OG0010802	jg18894.t1	sp|P82663|RT25_HUMAN
OG0010803	jg18921.t1	sp|P14625|ENPL_HUMAN
OG0010804	jg7162.t1	sp|Q14562|DHX8_HUMAN
OG0010807	jg18952.t1	sp|P42126|ECI1_HUMAN
OG0010808	jg12203.t1	sp|Q9BVL2|NUP58_HUMAN
OG0010809	jg15852.t1	sp|Q9NWZ5|UCKL1_HUMAN
OG0010811	jg21675.t1	sp|Q7Z6Z7|HUWE1_HUMAN
OG0010812	jg7949.t1	sp|O75175|CNOT3_HUMAN
OG0010814	jg7984.t1	sp|Q969H0|FBXW7_HUMAN
