Orthogroup	Human_UP000005640_9606	Ephydatia_Emu_v1_prots
OG0009253	sp|Q99615|DNJC7_HUMAN	Em0012g1092a
OG0009254	sp|Q9NQI0|DDX4_HUMAN	Em0011g60a
OG0009256	sp|Q9UHR6|ZNHI2_HUMAN	Em0006g647a
OG0009258	sp|O95478|NSA2_HUMAN	Em0009g1121a
OG0009259	sp|Q9Y4P9|SPEF1_HUMAN	Em0005g1447a
OG0009260	sp|Q15084|PDIA6_HUMAN	Em0005g1268a
OG0009263	sp|Q9NRD0|FBX8_HUMAN	Em0022g605a
OG0009264	sp|O43766|LIAS_HUMAN	Em0022g339a
OG0009265	sp|Q8IW40|CC103_HUMAN	Em0022g338a
OG0009267	sp|X6R8D5|GUCNB_HUMAN	Em0021g245a
OG0009270	sp|Q9P2G1|AKIB1_HUMAN	Em0012g1091a
OG0009271	sp|Q96I76|GPTC3_HUMAN	Em0015g309a
OG0009273	sp|O14972|VP26C_HUMAN	Em0022g175a
OG0009274	sp|Q9Y5L0|TNPO3_HUMAN	Em0021g225a
OG0009275	sp|P51151|RAB9A_HUMAN	Em0022g222a
OG0009279	sp|Q03154|ACY1_HUMAN	Em0006g1247a
OG0009280	sp|Q9BRS2|RIOK1_HUMAN	Em0020g640a
OG0009281	sp|O43502|RA51C_HUMAN	Em0015g1033a
OG0009285	sp|P38606|VATA_HUMAN	Em0005g85a
OG0009286	sp|Q05086|UBE3A_HUMAN	Em0022g317a
OG0009288	sp|Q3SYG4|PTHB1_HUMAN	Em0012g1090a
OG0009289	sp|Q9BQ67|GRWD1_HUMAN	Em0016g1044a
OG0009292	sp|P82921|RT21_HUMAN	Em0388g3a
OG0009293	sp|P30291|WEE1_HUMAN	Em0021g402a
OG0009294	sp|Q9P0R6|GSKIP_HUMAN	Em0004g929a
OG0009295	sp|P62304|RUXE_HUMAN	Em0021g226a
OG0009300	sp|P52306|GDS1_HUMAN	Em0015g553a
OG0009301	sp|Q9UG01|IF172_HUMAN	Em0022g326a
OG0009305	sp|Q16134|ETFD_HUMAN	Em0022g346a
OG0009306	sp|O95926|SYF2_HUMAN	Em0013g848a
OG0009308	sp|Q9BRG1|VPS25_HUMAN	Em0012g482a
OG0009309	sp|Q8NDI1|EHBP1_HUMAN	Em0016g552a
OG0009311	sp|Q8N3R9|PALS1_HUMAN	Em0012g1042a
OG0009312	sp|O75616|ERAL1_HUMAN	Em0016g1025a
OG0009314	sp|Q9NZ63|TLS1_HUMAN	Em0016g1104a
OG0009315	sp|P53007|TXTP_HUMAN	Em0004g96a
OG0009316	sp|P49589|SYCC_HUMAN	Em0004g1350a
OG0009319	sp|Q14139|UBE4A_HUMAN	Em0012g1064a
OG0009321	sp|Q86WA9|S2611_HUMAN	Em0016g518a
OG0009322	sp|Q9NX31|OSER1_HUMAN	Em0023g33a
OG0009323	sp|Q86YT6|MIB1_HUMAN	Em0023g59a
OG0009324	sp|Q5I0G3|MDH1B_HUMAN	Em0158g2a
OG0009325	sp|Q8N594|MPND_HUMAN	Em0012g1067a
OG0009326	sp|Q86U90|YRDC_HUMAN	Em0023g568a
OG0009331	sp|Q13630|FCL_HUMAN	Em0022g728a
OG0009332	sp|Q14118|DAG1_HUMAN	Em0014g39a
OG0009334	sp|Q9H2K0|IF3M_HUMAN	Em0014g21a
OG0009335	sp|O75352|MPU1_HUMAN	Em0021g759a
OG0009336	sp|Q9H773|DCTP1_HUMAN	Em0015g1008a
OG0009338	sp|Q969S3|ZN622_HUMAN	Em0004g83a
OG0009339	sp|Q99871|HAUS7_HUMAN	Em0015g48a
OG0009340	sp|Q9P2W1|HOP2_HUMAN	Em0004g95a
OG0009341	sp|O15254|ACOX3_HUMAN	Em0015g33a
OG0009342	sp|O00170|AIP_HUMAN	Em0015g691a
OG0009343	sp|P22059|OSBP1_HUMAN	Em0015g1186a
OG0009344	sp|Q709F0|ACD11_HUMAN	Em0004g14a
OG0009345	sp|Q15435|PP1R7_HUMAN	Em0008g1060a
OG0009346	sp|Q9NX62|IMPA3_HUMAN	Em0023g82a
OG0009347	sp|Q9BZE2|PUS3_HUMAN	Em0008g1166a
OG0009348	sp|Q13126|MTAP_HUMAN	Em0011g791a
OG0009352	sp|P61106|RAB14_HUMAN	Em0016g551a
OG0009354	sp|P62072|TIM10_HUMAN	Em0015g762a
OG0009355	sp|O95295|SNAPN_HUMAN	Em0016g550a
OG0009356	sp|Q13751|LAMB3_HUMAN	Em0016g522a
OG0009357	sp|O94972|TRI37_HUMAN	Em0015g1240a, Em0015g1217a
OG0009358	sp|Q9NZZ3|CHMP5_HUMAN	Em0007g250a
OG0009360	sp|Q5RL73|RBM48_HUMAN	Em0011g1049a
OG0009361	sp|Q5VTT2|CI135_HUMAN	Em0023g30a
OG0009362	sp|Q5T4D3|TMTC4_HUMAN	Em0022g698a
OG0009363	sp|Q01658|NC2B_HUMAN	Em0008g60a
OG0009364	sp|Q96CU9|FXRD1_HUMAN	Em0008g913a
OG0009365	sp|Q9H9Y6|RPA2_HUMAN	Em0004g70a
OG0009366	sp|Q8NDC4|MORN4_HUMAN	Em0004g1359a
OG0009367	sp|O15527|OGG1_HUMAN	Em0004g1369a
OG0009368	sp|O75191|XYLB_HUMAN	Em0021g552a
OG0009371	sp|Q9BT30|ALKB7_HUMAN	Em0011g784a
OG0009372	sp|Q96MR6|CFA57_HUMAN	Em0011g785a
OG0009373	sp|Q9Y6M9|NDUB9_HUMAN	Em0011g787a
OG0009374	sp|Q8WXG6|MADD_HUMAN	Em0021g758a
OG0009375	sp|P21359|NF1_HUMAN	Em0015g49a
OG0009376	sp|Q5SRE7|PHYD1_HUMAN	Em0015g32a
OG0009377	sp|Q9Y4P3|TBL2_HUMAN	Em0015g676a
OG0009378	sp|Q8IY31|IFT20_HUMAN	Em0015g674a
OG0009379	sp|O00560|SDCB1_HUMAN	Em0023g34a
OG0009380	sp|Q13347|EIF3I_HUMAN	Em0023g86a
OG0009381	sp|P47756|CAPZB_HUMAN	Em0008g99a
OG0009382	sp|O75431|MTX2_HUMAN	Em0019g955a
OG0009383	sp|Q9Y2G5|OFUT2_HUMAN	Em0007g154a
OG0009386	sp|Q8NG48|LINES_HUMAN	Em0009g186a
OG0009388	sp|Q7Z4H7|HAUS6_HUMAN	Em0009g1233a
OG0009389	sp|Q8WXG1|RSAD2_HUMAN	Em0002g191a
OG0009390	sp|Q9NRY2|SOSSC_HUMAN	Em0011g1053a
OG0009393	sp|Q96EZ8|MCRS1_HUMAN	Em0012g725a
OG0009394	sp|Q16774|KGUA_HUMAN	Em0011g854a
OG0009397	sp|Q9Y3C5|RNF11_HUMAN	Em0011g1025a
OG0009398	sp|Q15831|STK11_HUMAN	Em0011g1050a
OG0009399	sp|Q92521|PIGB_HUMAN	Em0009g188a
OG0009403	sp|Q5T2S8|ODAD2_HUMAN	Em0012g485a
OG0009404	sp|Q8WV83|S35F5_HUMAN	Em0012g489a
OG0009405	sp|Q7Z7C8|TAF8_HUMAN	Em0012g719a
OG0009408	sp|Q7L014|DDX46_HUMAN	Em0009g187a
OG0009409	sp|O43464|HTRA2_HUMAN	Em0020g921a
OG0009410	sp|Q96FZ7|CHMP6_HUMAN	Em0020g916a
OG0009411	sp|Q9Y2P8|RCL1_HUMAN	Em0011g749a
OG0009414	sp|P33992|MCM5_HUMAN	Em0019g1041a
OG0009415	sp|Q7L5Y6|DET1_HUMAN	Em0009g185a
OG0009416	sp|Q09161|NCBP1_HUMAN	Em0009g1236a
OG0009419	sp|Q13442|HAP28_HUMAN	Em0020g51a
OG0009420	sp|Q6ZV70|LANC3_HUMAN	Em0004g359a
OG0009421	sp|Q6PJ21|SPSB3_HUMAN	Em0020g918a
OG0009422	sp|Q8NEY3|SPAT4_HUMAN	Em0022g307a
OG0009423	sp|Q99627|CSN8_HUMAN	Em0012g720a
OG0009424	sp|Q9NUG6|PDRG1_HUMAN	Em0019g546a
OG0009425	sp|A6NEE1|PLHD1_HUMAN	Em0019g647a
OG0009426	sp|Q15022|SUZ12_HUMAN	Em0020g920a
OG0009427	sp|Q9NQZ2|SAS10_HUMAN	Em0008g1059a
OG0009428	sp|O95159|ZFPL1_HUMAN	Em0019g810a
OG0009429	sp|Q9P021|CRIPT_HUMAN	Em0019g314a
OG0009431	sp|Q9UII2|ATIF1_HUMAN	Em0003g38a
OG0009432	sp|P17152|TMM11_HUMAN	Em0020g1054a
OG0009433	sp|Q8N5M1|ATPF2_HUMAN	Em0020g1057a
OG0009435	sp|P14854|CX6B1_HUMAN	Em0020g1051a
OG0009437	sp|Q96QE3|ATAD5_HUMAN	Em0020g50a
OG0009438	sp|Q9BTW9|TBCD_HUMAN	Em0020g183a
OG0009439	sp|P10644|KAP0_HUMAN	Em0020g922a
OG0009440	sp|Q02252|MMSA_HUMAN	Em0014g785a
OG0009441	sp|Q96PV6|LENG8_HUMAN	Em0020g1050a
OG0009443	sp|O95639|CPSF4_HUMAN	Em0020g52a
OG0009446	sp|P0C870|JMJD7_HUMAN	Em0020g919a
OG0009447	sp|P31948|STIP1_HUMAN	Em0019g543a
OG0009449	sp|Q9NS93|TM7S3_HUMAN	Em0003g44a
OG0009451	sp|O60232|ZNRD2_HUMAN	Em0019g717a
OG0009452	sp|P27448|MARK3_HUMAN	Em0019g545a
OG0009453	sp|Q9H0A0|NAT10_HUMAN	Em0003g317a
OG0009454	sp|Q9NSE4|SYIM_HUMAN	Em0016g881a
OG0009455	sp|Q96MC2|DRC1_HUMAN	Em0019g328a
OG0009456	sp|Q9H307|PININ_HUMAN	Em0019g332a
OG0009457	sp|Q9NQ48|LZTL1_HUMAN	Em0007g30a
OG0009458	sp|Q9NQT4|EXOS5_HUMAN	Em0019g1053a
OG0009459	sp|P78344|IF4G2_HUMAN	Em0003g211a
OG0009460	sp|Q13418|ILK_HUMAN	Em0022g205a
OG0009461	sp|Q9H0J4|QRIC2_HUMAN	Em0019g718a
OG0009462	sp|P11172|UMPS_HUMAN	Em0003g320a
OG0009464	sp|Q9Y3D9|RT23_HUMAN	Em0015g79a
OG0009467	sp|Q86SX6|GLRX5_HUMAN	Em0022g358a
OG0009468	sp|P51955|NEK2_HUMAN	Em0014g832a
OG0009469	sp|Q9NQC8|IFT46_HUMAN	Em1424g1a
OG0009470	sp|P13498|CY24A_HUMAN	Em0018g154a
OG0009471	sp|P43307|SSRA_HUMAN	Em0018g188a
OG0009472	sp|Q6IPR1|ETFR1_HUMAN	Em0003g40a
OG0009473	sp|Q8IZU3|SYCP3_HUMAN	Em0003g191a
OG0009474	sp|Q96BZ8|LENG1_HUMAN	Em0018g187a
OG0009475	sp|Q8IY82|DRC7_HUMAN	Em0019g875a
OG0009477	sp|Q96ER3|SAAL1_HUMAN	Em0003g1361a
OG0009478	sp|P35914|HMGCL_HUMAN	Em0005g1484a
OG0009480	sp|O95954|FTCD_HUMAN	Em0023g64a
OG0009481	sp|O14841|OPLA_HUMAN	Em0003g269a
OG0009483	sp|Q14CX7|NAA25_HUMAN	Em0015g610a
OG0009484	sp|P46782|RS5_HUMAN	Em0016g569a
OG0009486	sp|Q8N9Q2|SR1IP_HUMAN	Em0011g157a
OG0009487	sp|O94762|RECQ5_HUMAN	Em0022g197a
OG0009488	sp|Q9HD15|SRA1_HUMAN	Em0022g191a
OG0009489	sp|P62699|YPEL5_HUMAN	Em0016g882a
OG0009490	sp|Q9BXF3|CECR2_HUMAN	Em0003g318a
OG0009493	sp|P20933|ASPG_HUMAN	Em0022g359a
OG0009494	sp|Q86X10|RLGPB_HUMAN	Em0019g178a
OG0009495	sp|P48506|GSH1_HUMAN	Em0005g1540a
OG0009498	sp|O75489|NDUS3_HUMAN	Em0018g184a
OG0009499	sp|O15315|RA51B_HUMAN	Em0019g874a
OG0009500	sp|Q9Y3C1|NOP16_HUMAN	Em0021g906a
OG0009501	sp|P05386|RLA1_HUMAN	Em0005g1379a
OG0009503	sp|Q6PF06|TM10B_HUMAN	Em0016g1087a
OG0009504	sp|Q7Z4H3|HDDC2_HUMAN	Em0005g1669a
OG0009505	sp|Q9H2A2|AL8A1_HUMAN	Em0005g1262a
OG0009506	sp|Q8N371|KDM8_HUMAN	Em0011g644a
OG0009507	sp|Q2VPK5|CTU2_HUMAN	Em0018g598a
OG0009508	sp|P11182|ODB2_HUMAN	Em0011g156a
OG0009509	sp|Q9BQ61|TRIR_HUMAN	Em0011g230a
OG0009510	sp|Q9Y5B0|CTDP1_HUMAN	Em0018g183a
OG0009511	sp|Q9Y263|PLAP_HUMAN	Em0016g557a
OG0009513	sp|P63098|CANB1_HUMAN	Em0019g144a
OG0009515	sp|Q86UY6|NAA40_HUMAN	Em0019g176a
OG0009516	sp|Q86TW2|ADCK1_HUMAN	Em0019g142a
OG0009517	sp|Q5T6L9|EMARD_HUMAN	Em0019g184a
OG0009518	sp|P25788|PSA3_HUMAN	Em0019g190a
OG0009519	sp|P40937|RFC5_HUMAN	Em0015g137a
OG0009521	sp|Q6NW29|RWDD4_HUMAN	Em0015g611a
OG0009522	sp|Q8IZ69|TRM2A_HUMAN	Em0015g561a
OG0009523	sp|Q99567|NUP88_HUMAN	Em0023g792a
OG0009524	sp|Q8WVM8|SCFD1_HUMAN	Em0019g180a
OG0009525	sp|Q8TBA6|GOGA5_HUMAN	Em0019g181a
OG0009527	sp|Q9HCC0|MCCB_HUMAN	Em0019g186a
OG0009528	sp|Q6ZNW5|GDPP1_HUMAN	Em0019g244a
OG0009529	sp|P43155|CACP_HUMAN	Em0016g1137a
OG0009530	sp|Q86TJ2|TAD2B_HUMAN	Em0019g238a
OG0009531	sp|Q8TC29|ENKUR_HUMAN	Em0004g1360a
OG0009532	sp|Q8N6Q8|MET25_HUMAN	Em0014g585a
OG0009534	sp|Q96Q07|BTBD9_HUMAN	Em0019g152a
OG0009535	sp|Q7KZF4|SND1_HUMAN	Em0021g379a
OG0009536	sp|O00221|IKBE_HUMAN	Em0019g177a
OG0009537	sp|P40925|MDHC_HUMAN	Em0019g185a
OG0009538	sp|Q92504|S39A7_HUMAN	Em0016g917a
OG0009539	sp|Q9ULG1|INO80_HUMAN	Em0019g187a
OG0009541	sp|Q9NQ50|RM40_HUMAN	Em0019g1210a
OG0009542	sp|Q6YN16|HSDL2_HUMAN	Em0011g511a
OG0009543	sp|Q14697|GANAB_HUMAN	Em0019g143a
OG0009544	sp|Q68CP9|ARID2_HUMAN	Em0021g217a
OG0009545	sp|Q9Y3B7|RM11_HUMAN	Em0019g183a
OG0009546	sp|P55316|FOXG1_HUMAN	Em0019g246a
OG0009548	sp|Q6GTS8|P20D1_HUMAN	Em0021g635a
OG0009551	sp|Q9BWT6|MND1_HUMAN	Em0015g1290a
OG0009552	sp|Q15047|SETB1_HUMAN	Em0015g1268a
OG0009554	sp|Q9Y3E5|PTH2_HUMAN	Em0015g775a
OG0009559	sp|Q9BQA1|MEP50_HUMAN	Em0021g393a
OG0009560	sp|Q01433|AMPD2_HUMAN	Em0005g87a
OG0009562	sp|O15212|PFD6_HUMAN	Em0016g111a
OG0009563	sp|Q32P41|TRM5_HUMAN	Em0019g245a
OG0009564	sp|Q8IYT3|CC170_HUMAN	Em0019g237a
OG0009566	sp|A5D8W1|CFA69_HUMAN	Em0019g1180a
OG0009568	sp|Q9Y4D8|HECD4_HUMAN	Em0015g1259a
OG0009569	sp|Q6UVJ0|SAS6_HUMAN	Em0011g293a
OG0009571	sp|Q7KZN9|COX15_HUMAN	Em0018g375a
OG0009574	sp|Q9BRN9|TM2D3_HUMAN	Em0006g862a
OG0009575	sp|Q15528|MED22_HUMAN	Em0016g149a
OG0009577	sp|A6PVS8|LRIQ3_HUMAN	Em0016g152a
OG0009578	sp|Q02127|PYRD_HUMAN	Em0018g1110a
OG0009579	sp|Q9H5F2|CK001_HUMAN	Em0006g1224a
OG0009583	sp|Q9NTM9|CUTC_HUMAN	Em0011g322a
OG0009585	sp|O00400|ACATN_HUMAN	Em0008g572a
OG0009586	sp|Q15526|SURF1_HUMAN	Em0016g110a
OG0009588	sp|Q9Y295|DRG1_HUMAN	Em0015g1271a
OG0009590	sp|Q8IWL3|HSC20_HUMAN	Em0015g512a
OG0009591	sp|P49366|DHYS_HUMAN	Em0016g29a
OG0009593	sp|Q5VYX0|RNLS_HUMAN	Em0015g774a
OG0009594	sp|Q9Y5K5|UCHL5_HUMAN	Em1360g1a
OG0009599	sp|Q63HM1|KFA_HUMAN	Em0016g113a
OG0009601	sp|P62424|RL7A_HUMAN	Em0016g150a
OG0009604	sp|Q9Y5Q8|TF3C5_HUMAN	Em0016g12a
OG0009606	sp|P15374|UCHL3_HUMAN	Em0022g225a
OG0009607	sp|Q9Y676|RT18B_HUMAN	Em0016g392a
OG0009608	sp|O15294|OGT1_HUMAN	Em0022g648a
OG0009609	sp|Q4AE62|GTDC1_HUMAN	Em0016g422a
OG0009610	sp|Q8IZ02|LRC34_HUMAN	Em0008g1121a
OG0009611	sp|Q5UAW9|GP157_HUMAN	Em0006g1163a
OG0009613	sp|O95602|RPA1_HUMAN	Em0011g494a
OG0009615	sp|Q04446|GLGB_HUMAN	Em0008g53a
OG0009616	sp|Q9P013|CWC15_HUMAN	Em0021g137a
OG0009617	sp|Q6UW68|TM205_HUMAN	Em0023g112a
OG0009618	sp|Q9UNQ2|DIM1_HUMAN	Em0011g313a
OG0009620	sp|Q8N2Z9|CENPS_HUMAN	Em0008g972a
OG0009621	sp|P11717|MPRI_HUMAN	Em0023g321a
OG0009622	sp|Q01664|TFAP4_HUMAN	Em0022g217a
OG0009624	sp|Q9BQ95|ECSIT_HUMAN	Em0020g571a
OG0009625	sp|P0CW27|CC166_HUMAN	Em0020g638a
OG0009626	sp|O96015|DNAL4_HUMAN	Em0020g643a
OG0009627	sp|Q15080|NCF4_HUMAN	Em0020g181a
OG0009628	sp|Q96H35|RBM18_HUMAN	Em0020g843a
OG0009629	sp|P35606|COPB2_HUMAN	Em0008g971a
OG0009631	sp|Q6MZP7|LIN54_HUMAN	Em0013g1125a
OG0009632	sp|Q9H501|ESF1_HUMAN	Em0008g1130a
OG0009635	sp|A7E2U8|CD047_HUMAN	Em0002g205a
OG0009639	sp|Q16763|UBE2S_HUMAN	Em0020g499a
OG0009640	sp|O43325|LYRM1_HUMAN	Em0020g567a
OG0009641	sp|P22570|ADRO_HUMAN	Em0020g566a
OG0009643	sp|Q14160|SCRIB_HUMAN	Em0005g1163a
OG0009644	sp|Q9BRX8|PXL2A_HUMAN	Em0005g1200a
OG0009646	sp|Q9UHB9|SRP68_HUMAN	Em0020g841a
OG0009648	sp|Q8WYR4|RSPH1_HUMAN	Em0006g618a
OG0009652	sp|Q86UK7|ZN598_HUMAN	Em0020g603a
OG0009653	sp|Q8N8Q3|ENDOV_HUMAN	Em0020g642a
OG0009654	sp|Q8WV22|NSE1_HUMAN	Em0023g352a
OG0009656	sp|Q9H1B5|XYLT2_HUMAN	Em0020g842a
OG0009657	sp|Q8N1B3|CCNQ_HUMAN	Em0009g602a
OG0009658	sp|Q13472|TOP3A_HUMAN	Em0020g553a
OG0009659	sp|Q86VS3|IQCH_HUMAN	Em0009g1111a
OG0009662	sp|Q9NW08|RPC2_HUMAN	Em0006g620a
OG0009663	sp|Q9NVT9|ARMC1_HUMAN	Em0020g637a
OG0009666	sp|Q8N3Y7|RDHE2_HUMAN	Em0005g1166a
OG0009669	sp|Q86WQ0|NR2CA_HUMAN	Em0009g814a
OG0009670	sp|Q00341|VIGLN_HUMAN	Em0008g966a
OG0009671	sp|Q9H0R3|TM222_HUMAN	Em0008g373a
OG0009672	sp|Q9C0B2|CFA74_HUMAN	Em0008g1043a
OG0009673	sp|P62241|RS8_HUMAN	Em0005g1202a
OG0009675	sp|Q9BYD3|RM04_HUMAN	Em0018g166a
OG0009676	sp|Q6P1L8|RM14_HUMAN	Em0013g549a
OG0009677	sp|Q8IWZ8|SUGP1_HUMAN	Em0009g1165a
OG0009679	sp|Q9UBL3|ASH2L_HUMAN	Em0015g68a
OG0009681	sp|P17980|PRS6A_HUMAN	Em0009g601a
OG0009682	sp|O96007|MOC2B_HUMAN	Em0009g593a
OG0009683	sp|Q9H488|OFUT1_HUMAN	Em0006g877a
OG0009684	sp|Q6P656|CF161_HUMAN	Em0009g962a
OG0009688	sp|Q14147|DHX34_HUMAN	Em0009g1188a
OG0009691	sp|P51571|SSRD_HUMAN	Em0001g92a
OG0009692	sp|Q9H1K0|RBNS5_HUMAN	Em0001g3565a
OG0009697	sp|Q96L58|B3GT6_HUMAN	Em0008g1116a
OG0009699	sp|P37837|TALDO_HUMAN	Em0021g246a
OG0009700	sp|Q9H867|MT21D_HUMAN	Em0001g94a
OG0009701	sp|Q04837|SSBP_HUMAN	Em0021g337a
OG0009703	sp|Q9BRA2|TXD17_HUMAN	Em0015g70a
OG0009704	sp|Q969F1|TF3C6_HUMAN	Em0001g2524a
OG0009705	sp|Q96I99|SUCB2_HUMAN	Em0001g2117a
OG0009706	sp|Q9NS73|MBIP1_HUMAN	Em0019g335a
OG0009707	sp|O15040|TCPR2_HUMAN	Em0019g336a
OG0009708	sp|P11310|ACADM_HUMAN	Em0016g292a
OG0009709	sp|Q9BXW9|FACD2_HUMAN	Em0019g280a
OG0009712	sp|Q8NEG7|DEN6B_HUMAN	Em0001g720a
OG0009714	sp|P37268|FDFT_HUMAN	Em0001g209a
OG0009715	sp|Q9HD20|AT131_HUMAN	Em0016g122a
OG0009717	sp|Q5SQH8|CF136_HUMAN	Em0016g128a
OG0009718	sp|Q8NEE6|DRC6_HUMAN	Em0001g3564a
OG0009720	sp|P48507|GSH0_HUMAN	Em0016g148a
OG0009721	sp|Q6UWP7|LCLT1_HUMAN	Em0019g254a
OG0009723	sp|Q8IYF3|TEX11_HUMAN	Em0005g1198a
OG0009725	sp|O15270|SPTC2_HUMAN	Em0019g103a
OG0009726	sp|Q6UWS5|PT117_HUMAN	Em0019g758a
OG0009729	sp|Q9BU79|TM243_HUMAN	Em0001g2116a
OG0009730	sp|Q9NVM6|DJC17_HUMAN	Em0019g356a
OG0009732	sp|Q6PCD5|RFWD3_HUMAN	Em0019g931a
OG0009733	sp|Q96G21|IMP4_HUMAN	Em0001g67a
OG0009734	sp|Q6ZMT4|KDM7A_HUMAN	Em0001g106a
OG0009736	sp|Q12824|SNF5_HUMAN	Em0015g803a
OG0009737	sp|Q16635|TAZ_HUMAN	Em0021g316a
OG0009738	sp|Q6I9Y2|THOC7_HUMAN	Em0002g1892a
OG0009739	sp|P18124|RL7_HUMAN	Em0005g1216a
OG0009742	sp|O14645|IDLC_HUMAN	Em0005g1632a
OG0009746	sp|P18074|ERCC2_HUMAN	Em0019g349a
OG0009747	sp|Q96MX6|DAA10_HUMAN	Em0019g898a
OG0009749	sp|O75445|USH2A_HUMAN	Em0019g102a
OG0009751	sp|Q9H3H1|MOD5_HUMAN	Em0019g762a
OG0009753	sp|O14618|CCS_HUMAN	Em0005g1637a
OG0009754	sp|P82912|RT11_HUMAN	Em0009g1248a
OG0009755	sp|Q99757|THIOM_HUMAN	Em0648g8a
OG0009756	sp|Q06136|KDSR_HUMAN	Em0018g483a
OG0009758	sp|Q86TU7|SETD3_HUMAN	Em0019g334a
OG0009759	sp|Q9BWT3|PAPOG_HUMAN	Em0019g343a
OG0009760	sp|O43280|TREA_HUMAN	Em0019g330a
OG0009761	sp|Q8NE86|MCU_HUMAN	Em0023g891a
OG0009762	sp|Q6PJT7|ZC3HE_HUMAN	Em0028g25a
OG0009763	sp|O75940|SPF30_HUMAN	Em0005g1636a
OG0009765	sp|P22061|PIMT_HUMAN	Em0014g577a
OG0009769	sp|Q02156|KPCE_HUMAN	Em0019g897a
OG0009772	sp|Q8N2M8|CLASR_HUMAN	Em0014g708a
OG0009775	sp|P13804|ETFA_HUMAN	Em0009g1240a
OG0009776	sp|Q9Y276|BCS1_HUMAN	Em0013g508a
OG0009777	sp|Q9UKD2|MRT4_HUMAN	Em0002g107a
OG0009778	sp|Q9H0C1|ZMY12_HUMAN	Em0014g831a
OG0009779	sp|P52434|RPAB3_HUMAN	Em0006g1008a
OG0009780	sp|P23921|RIR1_HUMAN	Em0022g333a
OG0009781	sp|P28838|AMPL_HUMAN	Em0014g718a
OG0009782	sp|Q86WZ0|HEAT4_HUMAN	Em0009g1008a
OG0009783	sp|O76083|PDE9A_HUMAN	Em0005g179a, Em0005g134a
OG0009785	sp|Q8NCU4|CC191_HUMAN	Em0005g148a
OG0009786	sp|Q8WUB8|PHF10_HUMAN	Em0014g712a
OG0009787	sp|Q96QG7|MTMR9_HUMAN	Em0005g1631a
OG0009788	sp|P63172|DYLT1_HUMAN	Em0023g436a
OG0009790	sp|Q58WW2|DCAF6_HUMAN	Em0023g319a
OG0009793	sp|Q9NWK9|BCD1_HUMAN	Em0023g425a
OG0009794	sp|Q96Q05|TPPC9_HUMAN	Em0005g1477a
OG0009796	sp|Q9NYM9|BET1L_HUMAN	Em0037g10a, Em0017g315a
OG0009799	sp|P30084|ECHM_HUMAN	Em0023g72a
OG0009800	sp|P61758|PFD3_HUMAN	Em0023g368a
OG0009801	sp|Q9H1I8|ASCC2_HUMAN	Em0006g1035a
OG0009802	sp|Q8NFR7|CC148_HUMAN	Em0004g208a
OG0009803	sp|Q8N3I7|BBS5_HUMAN	Em0004g26a
OG0009804	sp|Q9NP59|S40A1_HUMAN	Em0004g240a
OG0009806	sp|Q9P2D0|IBTK_HUMAN	Em0023g917a
OG0009807	sp|P40692|MLH1_HUMAN	Em0022g171a
OG0009808	sp|Q14872|MTF1_HUMAN	Em0023g377a
OG0009809	sp|Q9H814|PHAX_HUMAN	Em0017g214a
OG0009810	sp|P14324|FPPS_HUMAN	Em0017g565a
OG0009811	sp|Q9NP72|RAB18_HUMAN	Em0004g30a
OG0009812	sp|O75844|FACE1_HUMAN	Em0001g12a
OG0009813	sp|Q8TEV9|SMCR8_HUMAN	Em0023g468a
OG0009814	sp|Q9UHD1|CHRD1_HUMAN	Em0023g598a
OG0009817	sp|O75027|ABCB7_HUMAN	Em0023g763a
OG0009819	sp|Q16342|PDCD2_HUMAN	Em0006g1154a
OG0009820	sp|O95825|QORL1_HUMAN	Em0023g374a
OG0009821	sp|Q9H4P4|RNF41_HUMAN	Em0425g2a
OG0009823	sp|P30039|PBLD_HUMAN	Em0023g447a
OG0009824	sp|Q8WU90|ZC3HF_HUMAN	Em0012g1046a
OG0009825	sp|Q9NRG9|AAAS_HUMAN	Em0004g238a
OG0009826	sp|Q8NBF6|AVL9_HUMAN	Em0011g1169a
OG0009827	sp|A1L0T0|HACL2_HUMAN	Em0023g602a
OG0009828	sp|P57058|HUNK_HUMAN	Em0023g932a
OG0009830	sp|Q8TDX5|ACMSD_HUMAN	Em0004g354a
OG0009831	sp|A6NNA5|DRGX_HUMAN	Em0538g2a
OG0009832	sp|O75390|CISY_HUMAN	Em0004g204a
OG0009833	sp|Q08257|QOR_HUMAN	Em0017g568a
OG0009834	sp|Q4G0U5|PCDP1_HUMAN	Em0004g137a
OG0009835	sp|O43175|SERA_HUMAN	Em0004g340a
OG0009838	sp|Q0VFZ6|CC173_HUMAN	Em0004g348a
OG0009839	sp|Q8N4S7|PAQR4_HUMAN	Em0005g891a
OG0009840	sp|P84098|RL19_HUMAN	Em0001g2641a
OG0009841	sp|P49848|TAF6_HUMAN	Em0004g138a
OG0009843	sp|Q16719|KYNU_HUMAN	Em0006g988a
OG0009844	sp|P17987|TCPA_HUMAN	Em0005g1652a
OG0009845	sp|O43617|TPPC3_HUMAN	Em0145g8a
OG0009846	sp|Q99437|VATO_HUMAN	Em0015g1210a
OG0009847	sp|Q9NRX2|RM17_HUMAN	Em0006g1225a, Em0006g1234a
OG0009848	sp|Q00532|CDKL1_HUMAN, sp|Q5MAI5|CDKL4_HUMAN	Em0023g943a
