Orthogroup	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0009870	sp|Q7Z4Y8|AT5L2_HUMAN, sp|O75964|ATP5L_HUMAN	jg6431.t1
OG0009871	sp|P0C6A0|ZGLP1_HUMAN	jg12825.t1
OG0009873	sp|Q9Y3A0|COQ4_HUMAN	jg6121.t1, jg26001.t1
OG0009875	sp|Q5QJ74|TBCEL_HUMAN	jg22406.t1
OG0009876	sp|Q96GA3|LTV1_HUMAN	jg12852.t1
OG0009877	sp|P26196|DDX6_HUMAN	jg22404.t1
OG0009879	sp|P13010|XRCC5_HUMAN	jg12841.t1
OG0009880	sp|Q9BR61|ACBD6_HUMAN	jg19222.t1
OG0009881	sp|Q9Y2M5|KLH20_HUMAN	jg14543.t1
OG0009883	sp|P61604|CH10_HUMAN	jg12358.t1
OG0009884	sp|O43681|GET3_HUMAN	jg14748.t1
OG0009885	sp|P41250|GARS_HUMAN	jg12377.t1
OG0009886	sp|Q9BUQ8|DDX23_HUMAN	jg12321.t1
OG0009889	sp|Q02878|RL6_HUMAN	jg13849.t1
OG0009890	sp|P23610|HAP40_HUMAN	jg12864.t1
OG0009891	sp|P49821|NDUV1_HUMAN	jg12859.t1
OG0009892	sp|Q9HBG6|IF122_HUMAN	jg22283.t1
OG0009895	sp|Q9UKK9|NUDT5_HUMAN	jg30547.t1, jg3117.t1
OG0009896	sp|Q8TBK6|ZCH10_HUMAN	jg17845.t1
OG0009897	sp|O94777|DPM2_HUMAN	jg9621.t1, jg25420.t1
OG0009898	sp|O75683|SURF6_HUMAN	jg19272.t1
OG0009900	sp|O60869|EDF1_HUMAN	jg19226.t1
OG0009901	sp|Q96HH6|TMM19_HUMAN	jg19221.t1
OG0009902	sp|Q5VYK3|ECM29_HUMAN	jg24239.t1
OG0009904	sp|Q96MW1|CCD43_HUMAN	jg12652.t1
OG0009905	sp|O00189|AP4M1_HUMAN	jg19978.t1
OG0009906	sp|Q96GS4|BORC6_HUMAN	jg22284.t1
OG0009907	sp|O15379|HDAC3_HUMAN	jg4495.t1
OG0009908	sp|Q8IYW5|RN168_HUMAN, sp|Q8NCN4|RN169_HUMAN	jg14416.t1
OG0009909	sp|Q8NHQ9|DDX55_HUMAN	jg13848.t1
OG0009910	sp|Q08945|SSRP1_HUMAN	jg13811.t1
OG0009911	sp|Q96FZ2|HMCES_HUMAN	jg19282.t1
OG0009912	sp|P53611|PGTB2_HUMAN	jg19229.t1
OG0009913	sp|P20618|PSB1_HUMAN	jg19223.t1
OG0009914	sp|Q12893|TM115_HUMAN	jg14545.t1
OG0009916	sp|Q8WZ73|RFFL_HUMAN, sp|Q969K3|RNF34_HUMAN	jg14434.t1
OG0009917	sp|Q9NQ55|SSF1_HUMAN	jg19231.t1
OG0009918	sp|P61221|ABCE1_HUMAN	jg29089.t1
OG0009920	sp|Q9Y673|ALG5_HUMAN	jg29129.t1
OG0009921	sp|P49459|UBE2A_HUMAN	jg29094.t1
OG0009924	sp|P61247|RS3A_HUMAN	jg28940.t1
OG0009926	sp|Q96F63|CCD97_HUMAN	jg28555.t1
OG0009927	sp|Q92890|UFD1_HUMAN	jg13809.t1
OG0009928	sp|Q9P253|VPS18_HUMAN	jg20509.t1, jg11248.t1
OG0009930	sp|P17735|ATTY_HUMAN	jg11226.t1
OG0009931	sp|Q9BZL1|UBL5_HUMAN	jg19276.t1
OG0009932	sp|Q9BUN8|DERL1_HUMAN	jg11187.t1
OG0009933	sp|Q8IZD6|S22AF_HUMAN	jg23066.t1
OG0009934	sp|Q5JU67|CF157_HUMAN	jg19220.t1
OG0009935	sp|Q9UBB6|NCDN_HUMAN	jg28941.t1
OG0009936	sp|Q9UMS0|NFU1_HUMAN	jg10956.t1
OG0009937	sp|Q9NZ01|TECR_HUMAN	jg14746.t1
OG0009938	sp|Q12882|DPYD_HUMAN	jg4512.t1
OG0009939	sp|O75425|MSPD3_HUMAN, sp|Q9UJG1|MSPD1_HUMAN	jg12277.t1
OG0009941	sp|Q9UQ35|SRRM2_HUMAN	jg13837.t1
OG0009942	sp|Q9BSR8|YIPF4_HUMAN	jg28552.t1
OG0009943	sp|P12694|ODBA_HUMAN	jg28134.t1
OG0009944	sp|Q9Y324|FCF1_HUMAN	jg28559.t1
OG0009946	sp|Q9NUT2|MITOS_HUMAN	jg11247.t1
OG0009947	sp|Q9GZR7|DDX24_HUMAN	jg11243.t1
OG0009948	sp|Q9Y2B5|VP9D1_HUMAN	jg11189.t1
OG0009949	sp|O14737|PDCD5_HUMAN	jg11183.t1
OG0009951	sp|Q9NX74|DUS2L_HUMAN	jg11222.t1
OG0009952	sp|O60503|ADCY9_HUMAN	jg28939.t1
OG0009953	sp|Q9UKV3|ACINU_HUMAN	jg11190.t1
OG0009954	sp|Q9Y2Y0|AR2BP_HUMAN	jg11185.t1
OG0009955	sp|Q9H0F5|RNF38_HUMAN, sp|Q7L0R7|RNF44_HUMAN	jg17519.t1
OG0009956	sp|Q13438|OS9_HUMAN	jg23065.t1
OG0009957	sp|Q9Y5K8|VATD_HUMAN	jg28408.t1
OG0009958	sp|Q9P0W8|SPAT7_HUMAN	jg28149.t1
OG0009959	sp|Q9Y5W8|SNX13_HUMAN	jg28139.t1
OG0009960	sp|Q6RFH5|WDR74_HUMAN	jg28556.t1
OG0009961	sp|Q9UQ84|EXO1_HUMAN	jg28550.t1
OG0009962	sp|Q9H0Y0|ATG10_HUMAN	jg28494.t1
OG0009963	sp|Q5J8M3|EMC4_HUMAN	jg16972.t1
OG0009964	sp|Q15696|U2AFM_HUMAN, sp|Q15695|U2AFL_HUMAN	jg12276.t2
OG0009967	sp|O94888|UBXN7_HUMAN	jg14241.t1
OG0009968	sp|Q52LA3|LIN52_HUMAN	jg19956.t1
OG0009969	sp|O60832|DKC1_HUMAN	jg14245.t1
OG0009971	sp|P04818|TYSY_HUMAN	jg17522.t1
OG0009972	sp|Q8TDH9|BL1S5_HUMAN	jg28121.t1
OG0009973	sp|Q6PD62|CTR9_HUMAN	jg17533.t1
OG0009974	sp|Q9UEU0|VTI1B_HUMAN	jg28161.t1
OG0009975	sp|Q8IUQ4|SIAH1_HUMAN	jg17525.t1
OG0009976	sp|Q8IWA0|WDR75_HUMAN	jg28441.t1
OG0009978	sp|O95831|AIFM1_HUMAN	jg23025.t1
OG0009979	sp|Q6ZMV9|KIF6_HUMAN	jg28513.t1
OG0009980	sp|A2VDF0|FUCM_HUMAN	jg10920.t1
OG0009981	sp|Q9Y5J7|TIM9_HUMAN	jg28411.t1
OG0009982	sp|P46199|IF2M_HUMAN	jg28135.t1
OG0009983	sp|Q8N4W6|DJC22_HUMAN	jg28521.t1
OG0009984	sp|O75602|SPAG6_HUMAN	jg20061.t1
OG0009986	sp|Q9NQQ7|S35C2_HUMAN	jg16957.t1
OG0009987	sp|P40616|ARL1_HUMAN	jg17437.t1
OG0009988	sp|O94979|SC31A_HUMAN	jg17433.t1
OG0009989	sp|Q9NQP4|PFD4_HUMAN	jg16978.t1
OG0009991	sp|Q8NDH3|PEPL1_HUMAN	jg11230.t1
OG0009992	sp|Q9HAQ2|KIF9_HUMAN	jg17529.t1
OG0009994	sp|Q15109|RAGE_HUMAN	jg11265.t1
OG0009995	sp|A4D1U4|DEN11_HUMAN	jg16950.t1
OG0009996	sp|Q9Y316|MEMO1_HUMAN	jg28145.t1
OG0009998	sp|Q92797|SYMPK_HUMAN	jg28517.t1
OG0009999	sp|Q96HA9|PX11C_HUMAN	jg10116.t1
OG0010001	sp|P0CW23|AKAI1_HUMAN, sp|Q9P0M2|AKA7G_HUMAN	jg10108.t1
OG0010002	sp|Q7RTV0|PHF5A_HUMAN	jg4766.t2, jg4766.t1
OG0010003	sp|P36954|RPB9_HUMAN	jg10088.t1
OG0010005	sp|Q68EM7|RHG17_HUMAN, sp|Q17R89|RHG44_HUMAN	jg24849.t1
OG0010007	sp|P78549|NTH_HUMAN	jg10911.t1
OG0010009	sp|Q12981|SEC20_HUMAN	jg20060.t1
OG0010011	sp|Q9UJX2|CDC23_HUMAN	jg23314.t1
OG0010012	sp|Q9H269|VPS16_HUMAN	jg18581.t1
OG0010013	sp|O95848|NUD14_HUMAN	jg28162.t1
OG0010015	sp|Q13976|KGP1_HUMAN	jg10115.t1
OG0010016	sp|Q96M32|KAD7_HUMAN	jg28147.t1
OG0010017	sp|Q14353|GAMT_HUMAN	jg10113.t1, jg27070.t1
OG0010018	sp|Q8WUA2|PPIL4_HUMAN	jg10095.t1
OG0010019	sp|Q96BP3|PPWD1_HUMAN	jg14735.t1
OG0010020	sp|Q96MU7|YTDC1_HUMAN	jg26081.t1
OG0010021	sp|Q9Y262|EIF3L_HUMAN	jg24846.t1
OG0010022	sp|Q8IVD9|NUDC3_HUMAN	jg24838.t1
OG0010024	sp|P53384|NUBP1_HUMAN	jg29899.t1
OG0010025	sp|Q9Y6A9|SPCS1_HUMAN	jg20745.t1
OG0010028	sp|P40818|UBP8_HUMAN	jg10112.t1
OG0010029	sp|Q9NZB8|MOCS1_HUMAN	jg10097.t1
OG0010030	sp|P15586|GNS_HUMAN	jg23300.t1, jg23299.t1
OG0010031	sp|Q8N1V2|CFA52_HUMAN	jg29890.t1
OG0010032	sp|Q8IYD8|FANCM_HUMAN	jg10092.t1
OG0010033	sp|Q9BYC9|RM20_HUMAN	jg20675.t1
OG0010034	sp|Q9Y3D5|RT18C_HUMAN	jg23303.t1
OG0010035	sp|Q6ZVT0|TTL10_HUMAN	jg20617.t1
OG0010036	sp|Q96M60|F227B_HUMAN	jg24840.t1, jg24841.t1
OG0010038	sp|O75460|ERN1_HUMAN	jg24876.t1
OG0010039	sp|Q3T906|GNPTA_HUMAN	jg29821.t1
OG0010040	sp|Q6P1R4|DUS1L_HUMAN	jg24870.t1
OG0010041	sp|Q8IWF2|FXRD2_HUMAN	jg18583.t1
OG0010044	sp|Q9Y3S2|ZN330_HUMAN	jg7938.t1
OG0010045	sp|Q969Y2|GTPB3_HUMAN	jg7933.t1
OG0010046	sp|Q9UPM9|B9D1_HUMAN	jg24874.t1
OG0010047	sp|Q6NUQ1|RINT1_HUMAN	jg7942.t1
OG0010048	sp|Q9BY77|PDIP3_HUMAN	jg7936.t1
OG0010049	sp|Q8IY45|AMN1_HUMAN	jg10895.t1
OG0010051	sp|Q8WUH2|TGFA1_HUMAN	jg10885.t1
OG0010052	sp|O15321|TM9S1_HUMAN	jg12752.t1
OG0010054	sp|Q8IYR0|CF206_HUMAN	jg17455.t1
OG0010055	sp|O95071|UBR5_HUMAN	jg12741.t1
OG0010056	sp|P53701|CCHL_HUMAN	jg12699.t1
OG0010057	sp|Q9BQA9|CYBC1_HUMAN	jg23302.t1
OG0010063	sp|Q5I0X7|TTC32_HUMAN	jg12876.t1
OG0010064	sp|Q07020|RL18_HUMAN	jg29817.t1
OG0010065	sp|Q14534|ERG1_HUMAN	jg13885.t1
OG0010066	sp|Q6P9G0|CB5D1_HUMAN	jg20583.t1
OG0010067	sp|Q9UMS4|PRP19_HUMAN	jg13899.t1
OG0010068	sp|O60861|GAS7_HUMAN	jg24873.t1
OG0010069	sp|Q7Z3E5|ARMC9_HUMAN	jg20747.t1
OG0010070	sp|P26368|U2AF2_HUMAN	jg7930.t1
OG0010071	sp|P51810|GP143_HUMAN	jg20674.t1
OG0010072	sp|Q0VDF9|HSP7E_HUMAN	jg20742.t1
OG0010073	sp|Q96G75|RMD5B_HUMAN, sp|Q9H871|RMD5A_HUMAN	jg20615.t1
OG0010074	sp|Q9NVR7|TBCC1_HUMAN	jg13945.t1
OG0010075	sp|Q9H089|LSG1_HUMAN	jg20678.t1
OG0010077	sp|O43924|PDE6D_HUMAN	jg20603.t1
OG0010078	sp|Q9P000|COMD9_HUMAN	jg14736.t1
OG0010079	sp|Q96M95|CCD42_HUMAN	jg13980.t1
OG0010080	sp|P62244|RS15A_HUMAN	jg24847.t1
OG0010081	sp|Q674X7|KAZRN_HUMAN	jg20598.t1
OG0010082	sp|Q99798|ACON_HUMAN	jg24842.t1
OG0010083	sp|Q9BUE0|MED18_HUMAN	jg20613.t1
OG0010084	sp|Q99623|PHB2_HUMAN	jg20608.t1
OG0010085	sp|Q13416|ORC2_HUMAN	jg26074.t1
OG0010086	sp|Q13464|ROCK1_HUMAN, sp|O75116|ROCK2_HUMAN	jg20644.t1
OG0010087	sp|P48378|RFX2_HUMAN	jg26077.t1
OG0010088	sp|Q96PH1|NOX5_HUMAN	jg26083.t1, jg26083.t2
OG0010089	sp|Q6IA69|NADE_HUMAN	jg1985.t1
OG0010090	sp|Q9Y282|ERGI3_HUMAN	jg12700.t1
OG0010091	sp|Q9Y2B2|PIGL_HUMAN	jg18776.t1
OG0010092	sp|Q96EH3|MASU1_HUMAN	jg17449.t1
OG0010093	sp|Q9Y421|FA32A_HUMAN	jg14760.t1
OG0010094	sp|Q8IXM6|NRM_HUMAN	jg17414.t1
OG0010095	sp|O75122|CLAP2_HUMAN, sp|Q7Z460|CLAP1_HUMAN	jg17424.t1
OG0010096	sp|Q9Y2G8|DJC16_HUMAN	jg20746.t1
OG0010097	sp|P62487|RPB7_HUMAN	jg20741.t1
OG0010098	sp|Q15800|MSMO1_HUMAN	jg17397.t1
OG0010100	sp|O60783|RT14_HUMAN	jg23675.t2, jg23675.t1
OG0010101	sp|Q9BV19|CA050_HUMAN	jg20597.t1
OG0010102	sp|O95155|UBE4B_HUMAN	jg20612.t1
OG0010103	sp|O00311|CDC7_HUMAN	jg18297.t1
OG0010104	sp|Q92769|HDAC2_HUMAN, sp|Q13547|HDAC1_HUMAN	jg20809.t1
OG0010105	sp|Q3SXZ7|TTLL9_HUMAN	jg7932.t1
OG0010108	sp|P43487|RANG_HUMAN	jg13943.t1
OG0010109	sp|Q9UPS6|SET1B_HUMAN	jg13974.t1
OG0010110	sp|P60510|PP4C_HUMAN	jg13979.t1
OG0010111	sp|Q9NRN7|ADPPT_HUMAN	jg12747.t1
OG0010113	sp|Q92543|SNX19_HUMAN	jg18770.t1
OG0010115	sp|Q96K76|UBP47_HUMAN	jg27186.t1
OG0010117	sp|Q9BYB4|GNB1L_HUMAN	jg13884.t1
OG0010118	sp|Q15021|CND1_HUMAN	jg20673.t1
OG0010119	sp|Q13435|SF3B2_HUMAN	jg20599.t1
OG0010120	sp|P17707|DCAM_HUMAN	jg13896.t1
OG0010121	sp|A6NIH7|U119B_HUMAN	jg13898.t1
OG0010123	sp|P43034|LIS1_HUMAN	jg13917.t1
OG0010124	sp|Q9BRU9|UTP23_HUMAN	jg284.t1
OG0010125	sp|Q16543|CDC37_HUMAN	jg18300.t1
OG0010126	sp|Q9Y291|RT33_HUMAN	jg12679.t1
OG0010127	sp|Q16769|QPCT_HUMAN	jg28383.t1
OG0010128	sp|P49023|PAXI_HUMAN	jg13976.t1
OG0010130	sp|P53618|COPB_HUMAN	jg1975.t1
OG0010131	sp|Q96MH2|HEXI2_HUMAN, sp|O94992|HEXI1_HUMAN	jg17421.t1
OG0010132	sp|Q6P3W7|SCYL2_HUMAN	jg17416.t1
OG0010133	sp|P23511|NFYA_HUMAN	jg17410.t1
OG0010134	sp|Q969J3|BORC5_HUMAN	jg17394.t1
OG0010135	sp|P50613|CDK7_HUMAN	jg13889.t1
OG0010136	sp|Q15058|KIF14_HUMAN	jg8854.t1
OG0010137	sp|Q8WXU2|DAAF4_HUMAN	jg13901.t1
OG0010138	sp|P28039|AOAH_HUMAN	jg13908.t1
OG0010139	sp|O60613|SEP15_HUMAN	jg18303.t1, jg18302.t1
OG0010140	sp|Q8N5A5|ZGPAT_HUMAN	jg21019.t1, jg3010.t1
OG0010142	sp|O60733|PLPL9_HUMAN	jg28387.t1
OG0010143	sp|O95169|NDUB8_HUMAN	jg8428.t1
OG0010144	sp|P09874|PARP1_HUMAN	jg28126.t1
OG0010145	sp|O75531|BAF_HUMAN	jg28375.t1
OG0010147	sp|P19404|NDUV2_HUMAN	jg28370.t1
OG0010148	sp|Q96K21|ANCHR_HUMAN	jg28395.t2, jg28395.t1
OG0010149	sp|Q9Y3E7|CHMP3_HUMAN	jg27187.t1
OG0010151	sp|A0A1B0GUX0|VAFNB_HUMAN	jg18879.t1
OG0010153	sp|Q96I25|SPF45_HUMAN	jg10058.t2, jg10058.t1
OG0010154	sp|Q92541|RTF1_HUMAN	jg28422.t1
OG0010155	sp|O75663|TIPRL_HUMAN	jg18975.t1
OG0010156	sp|Q53S58|TM177_HUMAN	jg18965.t1
OG0010157	sp|Q96M69|LRGUK_HUMAN	jg18958.t1
OG0010158	sp|Q8NG66|NEK11_HUMAN	jg26743.t1
OG0010159	sp|Q9Y6I8|PXMP4_HUMAN	jg19038.t1
OG0010161	sp|P48728|GCST_HUMAN	jg19090.t1
OG0010162	sp|Q8IX18|DHX40_HUMAN	jg9003.t1
OG0010163	sp|Q9H816|DCR1B_HUMAN	jg9848.t1
OG0010164	sp|O00116|ADAS_HUMAN	jg17378.t1
OG0010165	sp|Q8WTS6|SETD7_HUMAN	jg17494.t1
OG0010167	sp|O43826|G6PT1_HUMAN	jg8993.t1
OG0010169	sp|O95219|SNX4_HUMAN	jg17469.t1
OG0010171	sp|O75396|SC22B_HUMAN	jg8852.t1
OG0010173	sp|P62979|RS27A_HUMAN	jg28127.t1
OG0010174	sp|Q8N801|STPG4_HUMAN	jg28131.t1
OG0010177	sp|Q9P2X0|DPM3_HUMAN	jg19134.t1
OG0010178	sp|Q86VQ6|TRXR3_HUMAN	jg19138.t1
OG0010180	sp|Q8TBZ2|MYBPP_HUMAN	jg18880.t1
OG0010181	sp|Q2M389|WASC4_HUMAN	jg10050.t1
OG0010182	sp|Q15006|EMC2_HUMAN	jg12643.t1
OG0010183	sp|Q9BRP1|PDD2L_HUMAN	jg13260.t1
OG0010184	sp|Q96AA3|RFT1_HUMAN	jg18974.t1
OG0010185	sp|Q92917|GPKOW_HUMAN	jg18884.t1
OG0010186	sp|Q0PNE2|ELP6_HUMAN	jg13289.t1
OG0010187	sp|Q99523|SORT_HUMAN	jg18964.t1
OG0010191	sp|Q4G0N8|SL9C1_HUMAN, sp|Q5TAH2|SL9C2_HUMAN	jg8986.t1
OG0010192	sp|Q8N4Q1|MIA40_HUMAN	jg19029.t1
OG0010195	sp|Q9BYL1|SAM10_HUMAN, sp|Q8N8I0|SAM12_HUMAN	jg8879.t1
OG0010196	sp|Q8NBA8|DTWD2_HUMAN	jg3640.t1
OG0010197	sp|Q8WUD4|CCD12_HUMAN	jg17489.t1
OG0010198	sp|P61923|COPZ1_HUMAN	jg17382.t1
OG0010199	sp|Q5VW32|BROX_HUMAN	jg28223.t1
OG0010200	sp|Q9NVM9|INT13_HUMAN	jg28406.t1
OG0010201	sp|Q6NVY1|HIBCH_HUMAN	jg17504.t1
OG0010202	sp|Q9NRP4|SDHF3_HUMAN	jg17508.t1
OG0010203	sp|P0DJ07|PT100_HUMAN	jg28593.t1
OG0010204	sp|Q9Y5B9|SP16H_HUMAN	jg28597.t1
OG0010205	sp|Q2NL82|TSR1_HUMAN	jg28386.t1
OG0010206	sp|Q8WVX9|FACR1_HUMAN	jg17976.t1
OG0010207	sp|P26641|EF1G_HUMAN	jg28369.t1
OG0010208	sp|Q8N6T3|ARFG1_HUMAN	jg28365.t1
OG0010210	sp|P51948|MAT1_HUMAN	jg28012.t1
OG0010211	sp|Q8TCI5|PIFO_HUMAN	jg17971.t1
OG0010212	sp|Q13084|RM28_HUMAN	jg17986.t1
OG0010213	sp|Q96SD1|DCR1C_HUMAN	jg28037.t1
OG0010214	sp|Q96PZ0|PUS7_HUMAN	jg19137.t1
OG0010215	sp|Q9NV70|EXOC1_HUMAN	jg12703.t1
OG0010216	sp|Q8NE28|STKL1_HUMAN	jg8988.t1
OG0010217	sp|Q8NFH5|NUP35_HUMAN	jg8992.t1
OG0010219	sp|P54819|KAD2_HUMAN	jg13295.t1
OG0010220	sp|Q96MD2|KICS2_HUMAN	jg13283.t1
OG0010221	sp|Q86TL2|STIMA_HUMAN	jg18966.t1
OG0010223	sp|Q15257|PTPA_HUMAN	jg8865.t1
OG0010224	sp|Q9UM13|APC10_HUMAN	jg18750.t1
OG0010225	sp|P30101|PDIA3_HUMAN	jg16752.t1
OG0010226	sp|Q96I51|RCC1L_HUMAN	jg22668.t1
OG0010227	sp|P55036|PSMD4_HUMAN	jg2702.t1
OG0010228	sp|Q4ADV7|RIC1_HUMAN	jg17503.t1
OG0010229	sp|Q13206|DDX10_HUMAN	jg2430.t1
OG0010230	sp|Q6UVK1|CSPG4_HUMAN	jg22667.t1
OG0010233	sp|P12955|PEPD_HUMAN	jg28613.t1
OG0010234	sp|Q9GZN8|CT027_HUMAN	jg2396.t1
OG0010235	sp|P09417|DHPR_HUMAN	jg2754.t1
OG0010236	sp|Q92905|CSN5_HUMAN	jg2679.t1
OG0010237	sp|O95995|DRC4_HUMAN	jg28604.t1
OG0010238	sp|Q9NZQ3|SPN90_HUMAN	jg19135.t1
OG0010239	sp|Q9BTX3|TM208_HUMAN	jg28609.t1
OG0010240	sp|O15228|GNPAT_HUMAN	jg27995.t1
OG0010241	sp|Q92696|PGTA_HUMAN, sp|Q7Z6K3|PTAR1_HUMAN	jg28621.t1
OG0010242	sp|Q14137|BOP1_HUMAN	jg6774.t1
OG0010243	sp|Q13573|SNW1_HUMAN	jg28006.t1
OG0010244	sp|Q9UBZ4|APEX2_HUMAN	jg18970.t1
OG0010245	sp|Q8ND61|CC020_HUMAN	jg18960.t1
OG0010246	sp|Q96MF7|NSE2_HUMAN	jg12705.t1
OG0010247	sp|Q9NPF4|OSGEP_HUMAN	jg6750.t1
OG0010248	sp|Q9NW64|RBM22_HUMAN	jg28028.t1
OG0010249	sp|Q9Y2Y1|RPC10_HUMAN	jg13277.t1
OG0010250	sp|P27037|AVR2A_HUMAN, sp|Q13705|AVR2B_HUMAN	jg17486.t1
OG0010251	sp|Q96EE3|SEH1_HUMAN	jg23073.t1
OG0010252	sp|O60658|PDE8A_HUMAN, sp|O95263|PDE8B_HUMAN	jg11475.t1
OG0010253	sp|Q99426|TBCB_HUMAN	jg10753.t1
OG0010254	sp|O43159|RRP8_HUMAN	jg17511.t1
OG0010255	sp|Q9P0J0|NDUAD_HUMAN	jg3641.t1
OG0010257	sp|Q6P047|CH074_HUMAN, sp|Q8IVU9|CBCO1_HUMAN	jg2701.t1
OG0010258	sp|Q86YJ6|THNS2_HUMAN	jg8891.t1, jg8892.t1
OG0010259	sp|Q9UJV9|DDX41_HUMAN	jg2692.t1
OG0010260	sp|Q8N2M4|TM86A_HUMAN	jg17961.t1
OG0010261	sp|Q16181|SEPT7_HUMAN	jg18051.t1
OG0010262	sp|Q2YD98|UVSSA_HUMAN	jg2375.t1
OG0010263	sp|O43447|PPIH_HUMAN	jg2387.t1
OG0010264	sp|Q9NSI2|F207A_HUMAN	jg13719.t1
OG0010265	sp|O14949|QCR8_HUMAN	jg13053.t1, jg14089.t1
OG0010266	sp|Q9NU02|ANKE1_HUMAN	jg14907.t1
OG0010267	sp|P36405|ARL3_HUMAN	jg2757.t1
OG0010269	sp|P55769|NH2L1_HUMAN	jg2678.t1
OG0010270	sp|Q9Y2X3|NOP58_HUMAN	jg2296.t1
OG0010271	sp|Q8WTT2|NOC3L_HUMAN	jg2389.t1
OG0010272	sp|Q8TEX9|IPO4_HUMAN	jg28611.t1
OG0010273	sp|Q7Z4W1|DCXR_HUMAN	jg29496.t1
OG0010275	sp|Q03989|ARI5A_HUMAN, sp|Q14865|ARI5B_HUMAN	jg2399.t1
OG0010276	sp|Q9BW66|CINP_HUMAN	jg28020.t1
OG0010277	sp|Q9Y2W2|WBP11_HUMAN	jg29627.t1
OG0010278	sp|Q96PX1|RN157_HUMAN, sp|O60291|MGRN1_HUMAN	jg29633.t1
OG0010279	sp|P51570|GALK1_HUMAN	jg29638.t1
OG0010280	sp|Q92733|PRCC_HUMAN	jg28005.t1
OG0010281	sp|Q96GX9|MTNB_HUMAN	jg28000.t1
OG0010282	sp|Q9H977|WDR54_HUMAN	jg2676.t1
OG0010283	sp|Q8N584|TT39C_HUMAN	jg12648.t1
OG0010284	sp|Q9H8Y5|ANKZ1_HUMAN	jg29656.t1
OG0010285	sp|Q92547|TOPB1_HUMAN	jg6751.t1
OG0010287	sp|Q9BSC4|NOL10_HUMAN	jg29685.t1
OG0010288	sp|P49411|EFTU_HUMAN	jg28025.t1
OG0010289	sp|Q9NUS5|AP5S1_HUMAN	jg13292.t1
OG0010290	sp|Q92747|ARC1A_HUMAN	jg29698.t1
OG0010291	sp|Q96RG2|PASK_HUMAN	jg13287.t1
OG0010292	sp|Q9H1J1|REN3A_HUMAN, sp|Q9BZI7|REN3B_HUMAN	jg13297.t1
OG0010293	sp|Q9UIC8|LCMT1_HUMAN	jg18745.t1
OG0010294	sp|Q96RQ1|ERGI2_HUMAN	jg18735.t1
OG0010295	sp|Q8IVN8|SBSPO_HUMAN	jg4593.t1
OG0010297	sp|O75521|ECI2_HUMAN	jg23072.t1
OG0010298	sp|O43396|TXNL1_HUMAN	jg11648.t1
OG0010299	sp|O43615|TIM44_HUMAN	jg21623.t1
OG0010300	sp|Q9P260|RELCH_HUMAN	jg24787.t1
OG0010301	sp|P50991|TCPD_HUMAN	jg10785.t1
OG0010302	sp|P53990|IST1_HUMAN	jg18041.t1
OG0010304	sp|Q6VN20|RBP10_HUMAN	jg18034.t1
OG0010305	sp|P23526|SAHH_HUMAN	jg23070.t1
OG0010306	sp|Q96FG2|ELMD3_HUMAN	jg18032.t1
OG0010307	sp|Q9Y248|PSF2_HUMAN	jg18052.t1
OG0010309	sp|Q96KR6|F210B_HUMAN, sp|Q96ND0|F210A_HUMAN	jg28590.t1
OG0010310	sp|Q92759|TF2H4_HUMAN	jg11609.t1
OG0010311	sp|Q96J01|THOC3_HUMAN	jg12401.t1
OG0010312	sp|O43379|WDR62_HUMAN	jg27930.t1, jg27930.t2
OG0010313	sp|O43148|MCES_HUMAN	jg6776.t1
OG0010314	sp|A2RRH5|WDR27_HUMAN	jg28031.t1
OG0010315	sp|P43250|GRK6_HUMAN	jg2703.t1
OG0010316	sp|P61421|VA0D1_HUMAN	jg18055.t1
OG0010317	sp|Q8IXZ2|ZC3H3_HUMAN	jg13727.t1
OG0010318	sp|P19387|RPB3_HUMAN	jg13721.t1
OG0010319	sp|Q96AN5|TM143_HUMAN	jg18014.t1
OG0010320	sp|O15033|AREL1_HUMAN	jg13321.t1
OG0010321	sp|Q9NRP0|OSTC_HUMAN	jg6716.t1
OG0010322	sp|Q52WX2|SBK1_HUMAN	jg29519.t1
OG0010323	sp|Q8TBZ9|TEX47_HUMAN	jg29634.t1
OG0010324	sp|Q96RY7|IF140_HUMAN	jg29522.t1
OG0010327	sp|Q9BTE1|DCTN5_HUMAN	jg29652.t1
OG0010328	sp|Q9H668|STN1_HUMAN	jg28257.t1
OG0010329	sp|P80404|GABT_HUMAN	jg29632.t1, jg29631.t1
OG0010330	sp|Q96FW1|OTUB1_HUMAN	jg28250.t1
OG0010331	sp|P20226|TBP_HUMAN	jg28246.t1
OG0010332	sp|O95905|ECD_HUMAN	jg29663.t1
OG0010333	sp|Q9Y512|SAM50_HUMAN	jg29649.t1
OG0010334	sp|Q9H0S4|DDX47_HUMAN	jg29661.t1
OG0010335	sp|Q8IYI6|EXOC8_HUMAN	jg2700.t1
OG0010336	sp|Q9H9F9|ARP5_HUMAN	jg23074.t1
OG0010337	sp|Q12905|ILF2_HUMAN	jg11661.t1
OG0010338	sp|O75319|DUS11_HUMAN	jg2697.t1
OG0010339	sp|P62701|RS4X_HUMAN	jg10758.t1
OG0010341	sp|Q96A29|FUCT1_HUMAN	jg28032.t1
OG0010343	sp|Q9Y224|RTRAF_HUMAN	jg13720.t1
