Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0010807	Em0001g1570a	jg18952.t1
OG0010808	Em0013g831a	jg12203.t1
OG0010809	Em0021g82a	jg15852.t1
OG0010810	Em0001g1116a	jg18846.t1, jg19154.t1
OG0010811	Em0001g2389a	jg21675.t1
OG0010812	Em0020g1014a	jg7949.t1
OG0010814	Em0020g656a	jg7984.t1
OG0010815	Em0020g1099a	jg29412.t1
OG0010816	Em0020g28a	jg29575.t1
OG0010817	Em0020g275a, Em0020g285a	jg29570.t1
OG0010818	Em0020g238a	jg29566.t1
OG0010819	Em0011g562a, Em0011g543a	jg19121.t1
OG0010820	Em0020g494a	jg29544.t1
OG0010821	Em0020g1083a	jg29877.t1
OG0010822	Em0020g1095a	jg29871.t1
OG0010823	Em0010g912a	jg29787.t1
OG0010824	Em0011g505a	jg24254.t1
OG0010825	Em0020g941a	jg29437.t1
OG0010826	Em0020g93a, Em0020g105a	jg29352.t1
OG0010827	Em0020g133a	jg29360.t1
OG0010828	Em0020g350a	jg29387.t1
OG0010829	Em0020g335a	jg29393.t1
OG0010831	Em0020g1098a	jg29797.t1
OG0010832	Em0001g3609a	jg18887.t1
OG0010833	Em0001g1336a	jg18909.t1
OG0010835	Em0001g3615a	jg18896.t1
OG0010836	Em0001g833a	jg18919.t1
OG0010837	Em0020g86a	jg29578.t1
OG0010838	Em0020g968a	jg29904.t1
OG0010839	Em0020g239a	jg29565.t1
OG0010840	Em0020g1067a	jg29554.t1
OG0010842	Em0021g916a	jg7203.t1
OG0010843	Em0020g871a	jg29887.t1
OG0010844	Em0020g665a	jg24252.t1
OG0010846	Em0021g768a	jg7178.t1
OG0010847	Em0011g72a	jg24255.t1
OG0010848	Em0020g1068a	jg7975.t1
OG0010849	Em0011g24a	jg24261.t2
OG0010850	Em0014g582a	jg18403.t1
OG0010851	Em0010g918a	jg29778.t1
OG0010852	Em0010g926a	jg29782.t1
OG0010854	Em0020g946a	jg29433.t1
OG0010855	Em0001g751a, Em0001g755a	jg18862.t1
OG0010856	Em0001g436a	jg18867.t1
OG0010857	Em0001g680a	jg19018.t1
OG0010858	Em0020g124a	jg29353.t1
OG0010859	Em0004g93a	jg6937.t1
OG0010860	Em0001g3429a	jg18978.t1
OG0010861	Em0020g134a	jg29361.t1
OG0010862	Em0004g1192a	jg6947.t1
OG0010863	Em0004g1079a	jg6967.t2
OG0010865	Em0004g1647a	jg6984.t1
OG0010866	Em0020g882a	jg29842.t1
OG0010867	Em0004g1068a	jg7094.t1
OG0010868	Em0398g7a, Em0020g782a	jg7985.t1
OG0010869	Em0017g653a	jg7037.t1
OG0010870	Em0020g570a	jg29553.t1
OG0010871	Em0020g488a	jg29546.t1
OG0010872	Em0010g875a	jg29754.t1
OG0010873	Em0006g1491a, Em0006g1480a	jg20954.t1
OG0010874	Em0020g192a	jg29562.t1
OG0010875	Em0020g1085a	jg29880.t1
OG0010876	Em0020g489a	jg29545.t1
OG0010878	Em0020g1093a	jg29872.t1
OG0010879	Em0014g173a	jg23650.t1
OG0010880	Em0021g773a	jg7201.t1
OG0010881	Em0010g909a	jg29785.t1
OG0010883	Em0010g910a	jg29786.t1
OG0010884	Em0021g423a	jg27159.t1, jg26929.t1
OG0010885	Em0020g957a, Em0020g963a	jg29441.t1
OG0010886	Em0020g42a	jg29588.t1
OG0010888	Em0015g696a	jg5914.t1
OG0010890	Em0020g127a	jg29356.t2, jg29356.t1
OG0010892	Em0004g94a	jg6938.t1
OG0010893	Em0020g348a	jg29389.t1
OG0010895	Em0004g1652a	jg6978.t1
OG0010896	Em0020g1080a	jg29800.t1
OG0010897	Em0020g753a	jg18595.t1
OG0010898	Em0004g1680a, Em0004g1679a	jg6985.t1
OG0010899	Em0004g1684a	jg2079.t1, jg6986.t1
OG0010900	Em0020g886a	jg29855.t1
OG0010901	Em0020g884a	jg29856.t1
OG0010902	Em0004g997a	jg7081.t1
OG0010903	Em0002g1893a	jg11155.t2, jg11155.t1
OG0010904	Em0010g899a	jg29773.t1
OG0010906	Em0010g901a	jg29765.t1
OG0010907	Em0010g898a	jg29769.t1
OG0010908	Em0010g852a	jg29760.t1
OG0010909	Em0010g900a	jg29764.t1
OG0010910	Em0010g853a, Em0010g861a	jg18353.t1
OG0010912	Em0020g279a, Em0020g277a	jg18346.t1
OG0010913	Em0002g299a	jg11152.t1
OG0010914	Em0020g281a	jg18350.t1
OG0010915	Em0020g135a	jg18345.t1
OG0010917	Em0017g344a	jg11097.t1
OG0010918	Em0011g506a	jg24259.t1
OG0010919	Em0017g253a	jg10802.t1
OG0010920	Em0021g727a	jg7205.t1
OG0010921	Em0009g963a	jg17369.t1
OG0010922	Em0021g770a	jg7194.t1
OG0010923	Em0014g172a	jg23651.t1
OG0010924	Em0021g684a	jg7171.t1
OG0010925	Em0021g685a	jg7170.t1
OG0010926	Em0018g283a	jg25083.t1
OG0010927	Em0674g10a	jg18406.t1
OG0010929	Em0019g655a	jg15709.t1
OG0010931	Em0006g1556a	jg23007.t1
OG0010932	Em0023g894a	jg22301.t1, jg6682.t1
OG0010934	Em0009g1158a, Em0009g1157a	jg22994.t1
OG0010935	Em0017g502a	jg15724.t1
OG0010937	Em0017g194a, Em0017g205a	jg15716.t1
OG0010939	Em0004g1202a, Em0004g1200a	jg6945.t1
OG0010940	Em0022g204a	jg11174.t1
OG0010941	Em0004g1106a	jg6965.t1
OG0010942	Em0001g331a	jg16948.t1
OG0010943	Em0004g1646a	jg6983.t1
OG0010944	Em0004g1676a, Em0004g1682a	jg6988.t1
OG0010945	g32971.t1	jg29415.t1
OG0010946	Em0004g1039a	jg7092.t1
OG0010947	Em0020g84a	jg29569.t1
OG0010948	Em0004g1204a, Em0004g1201a	jg7105.t1
OG0010949	Em0019g863a	jg13749.t1
OG0010950	Em0002g996a	jg11021.t1
OG0010951	Em0019g693a	jg13733.t1
OG0010953	Em0020g167a	jg29626.t1
OG0010955	Em0020g1077a	jg29886.t1
OG0010956	Em0020g816a	jg29869.t1
OG0010957	Em0021g540a	jg3732.t1
OG0010959	Em0021g543a	jg3735.t1
OG0010960	Em0020g666a	jg7978.t1
OG0010962	Em0021g904a, Em1135g1a	jg23641.t1
OG0010963	Em0010g908a	jg29784.t1
OG0010964	Em0018g83a, Em0018g94a	jg25082.t1
OG0010965	Em0020g965a	jg29439.t1
OG0010967	Em0009g1020a	jg4669.t1
OG0010968	Em0008g352a	jg4673.t1
OG0010970	Em0017g182a	jg15733.t1
OG0010971	Em0020g125a	jg29354.t1
OG0010972	Em0021g83a	jg23004.t1
OG0010973	Em0018g568a	jg11175.t1
OG0010974	Em0020g346a, Em0020g347a	jg29390.t1
OG0010975	Em0018g561a	jg24378.t1
OG0010976	Em0017g113a	jg22966.t1
OG0010977	Em0018g106a	jg18079.t1
OG0010978	Em0020g885a	jg29846.t1
OG0010979	Em0016g1018a	jg11173.t1
OG0010980	Em0010g928a	jg29774.t1
OG0010981	Em0010g894a	jg29766.t1
OG0010983	Em0010g876a	jg29753.t1
OG0010984	Em0019g970a, Em0019g972a	jg13743.t1
OG0010985	Em0017g86a	jg23117.t1
OG0010986	Em0020g873a	jg18341.t1
OG0010987	Em0023g529a	jg10798.t2, jg10798.t1
OG0010989	Em0021g915a	jg7202.t1
OG0010990	Em0006g876a	jg28019.t1
OG0010991	Em0018g377a	jg17365.t1
OG0010992	Em0021g769a	jg7177.t1
OG0010994	Em0009g1287a	jg4670.t1
OG0010995	Em0015g507a	jg5918.t1
OG0010996	Em0021g239a	jg5913.t1
OG0010997	Em0004g1055a	jg17357.t1
OG0010998	Em0004g1107a	jg6955.t1
OG0010999	Em0004g1049a	jg6968.t1
OG0011000	Em0002g1864a	jg10970.t1
OG0011001	Em0018g159a	jg18082.t1
OG0011002	Em0018g364a	jg18061.t1
OG0011004	Em0019g1174a, Em0019g1153a	jg7102.t1
OG0011005	Em0017g648a	jg16932.t1
OG0011006	Em0677g1a	jg13754.t1
OG0011008	Em0019g860a	jg13740.t1
OG0011009	Em0019g985a	jg10996.t1, jg13735.t1
OG0011010	Em0014g357a	jg19994.t1
OG0011011	Em0009g1200a	jg4668.t1
OG0011012	Em0015g964a	jg13875.t1
OG0011013	Em0009g1285a	jg4671.t1
OG0011015	Em0008g212a	jg15268.t1, jg26421.t1
OG0011016	Em0002g38a	jg11170.t1
OG0011017	Em0002g1604a	jg11166.t1
OG0011018	Em0017g186a	jg10807.t1
OG0011020	Em0018g496a	jg25110.t1
OG0011021	Em0015g1267a, Em0009g1160a	jg17363.t1
OG0011022	Em0010g693a, Em0010g674a	jg15705.t1
OG0011023	Em0023g79a	jg15725.t1
OG0011024	Em0018g311a	jg16951.t1
OG0011025	Em0011g541a	jg16946.t1
OG0011027	Em0018g365a	jg18056.t1, jg18058.t1
OG0011029	Em0005g881a, Em0005g875a	jg18733.t1
OG0011033	Em0023g183a	jg8382.t1
OG0011034	Em0016g1075a	jg14621.t1
OG0011035	Em0021g905a	jg3716.t1
OG0011036	Em0009g994a	jg930.t1
OG0011037	Em0005g1598a	jg1407.t1, jg6070.t1
OG0011038	Em0009g981a	jg27656.t1
OG0011039	Em0004g29a	jg12406.t1
OG0011040	Em0020g799a	jg24561.t1
OG0011052	Em0001g542a	jg25566.t1, jg15434.t1
OG0011057	Em0007g1069a, Em0001g812a, Em0001g1224a	jg30080.t1
OG0011069	Em0001g1978a, Em0001g1603a, Em0006g702a	jg15238.t1
OG0011120	Em0002g1066a, Em0002g1054a, Em0002g1051a	jg10820.t1
OG0011143	Em0003g1105a	jg7821.t1, jg26209.t1, jg5821.t1
OG0011198	Em0454g4a, Em0492g4a, Em0006g954a	jg18636.t1
OG0011214	Em0017g259a, Em0007g453a, Em0023g827a	jg3828.t1
OG0011258	Em0009g507a, Em0328g3a, Em0047g27a	jg23898.t1
OG0011262	Em0009g1213a	jg605.t1, jg26058.t1
OG0011266	Em0010g131a, Em0010g133a, Em0010g135a	jg10403.t1
OG0011272	Em1419g1a, Em0011g47a, Em0599g4a	jg14930.t1
OG0011282	Em0012g274a, Em0012g279a, Em0012g276a	jg15921.t1
OG0011294	Em0013g294a, Em0013g300a	jg2774.t1
OG0011297	Em0013g521a	jg1257.t1, jg8687.t1, jg8686.t1
OG0011306	Em0014g371a	jg22298.t1, jg6679.t1
OG0011309	Em0015g74a	jg13916.t1
OG0011310	Em1090g1a, Em0015g75a	jg13915.t1
OG0011320	Em0015g1258a	jg10681.t1, jg10681.t2, jg27854.t1
OG0011321	Em0016g168a, Em0016g167a	jg23419.t1
OG0011322	Em0329g7a, Em0329g8a, Em0016g209a	jg19312.t1
OG0011323	Em0731g3a, Em0231g4a, Em0016g630a	jg26100.t1
OG0011327	Em0531g9a, Em0016g1113a, Em0016g1183a	jg19202.t1
OG0011344	Em0019g243a, Em0019g242a	jg27975.t1
OG0011364	Em0022g658a	jg13404.t1, jg23217.t1
OG0011368	Em0023g338a	jg20703.t1
OG0011370	Em0023g485a	jg14154.t1, jg8596.t1
OG0011375	Em0023g934a	jg12041.t1, jg12043.t1
OG0011376	Em0026g38a	jg8141.t1
OG0011871	Em0004g417a	jg13557.t1
OG0012012	Em0004g990a	jg17145.t1
OG0012041	Em0014g558a	jg16522.t1
OG0012097	Em0006g934a	jg23770.t1
OG0012373	Em0009g604a	jg6215.t1
OG0012378	Em0011g80a	jg22131.t1
OG0012392	Em0008g1016a	jg20625.t1
OG0012415	Em0022g507a	jg14235.t1
OG0012442	Em0591g2a	jg27188.t1
OG0012451	Em0020g1012a	jg7946.t1
OG0012452	Em0020g1013a	jg7947.t1
OG0012455	Em0014g574a	jg20265.t1
OG0012465	Em0010g219a	jg11616.t1
OG0012483	Em0008g1010a	jg14618.t1
OG0012486	Em0023g895a	jg14617.t1
OG0012497	Em0010g838a	jg11641.t1
OG0012503	Em0020g686a	jg29463.t1
OG0012507	Em0010g845a	jg11643.t1
OG0012542	Em0021g637a	jg15865.t1
OG0012544	Em0019g1021a	jg17484.t1
OG0012550	Em0021g404a	jg9829.t1
OG0012564	Em0018g1064a	jg1919.t1
OG0012577	Em0021g814a	jg15835.t1
OG0012579	Em0017g18a	jg11256.t1
OG0012586	Em0020g756a	jg8163.t1
OG0012588	Em0006g792a	jg23747.t1
OG0012591	Em0021g986a	jg12208.t1
OG0012600	Em0010g943a	jg11740.t1
OG0012608	Em0016g147a	jg21655.t1
OG0012609	Em0019g774a	jg12394.t1
OG0012614	Em0019g845a	jg11193.t1
OG0012618	Em0016g119a	jg11514.t1
OG0012620	Em0009g1280a	jg6177.t1
OG0012632	Em0017g145a	jg22964.t1
OG0012637	Em0022g469a	jg11714.t1
OG0012646	Em0006g1172a	jg23807.t1
OG0012661	Em0016g929a	jg14671.t1
OG0012662	Em0009g1227a	jg918.t1
OG0012674	Em0660g4a	jg30030.t1
OG0012676	Em0023g473a	jg18433.t1
OG0012678	Em0011g1028a	jg3515.t1
OG0012681	Em0005g1279a	jg12633.t1
OG0012694	Em0015g20a	jg7484.t1
OG0012696	Em0009g988a	jg874.t1
OG0012697	Em0015g569a	jg17041.t1
OG0012703	Em0009g1067a	jg880.t1
OG0012711	Em0014g893a	jg20274.t1
OG0012712	Em0007g1011a	jg23463.t1
OG0012724	Em0009g798a	jg21527.t1
OG0012730	Em0014g892a	jg20272.t1
OG0012731	Em0004g1745a	jg6975.t1
OG0012733	Em0005g1274a	jg30180.t1
OG0012735	Em0016g193a	jg19313.t1
OG0012736	Em0016g1069a	jg14635.t1
OG0012738	Em0011g123a	jg4474.t1
OG0012739	Em0021g44a	jg11546.t1
OG0012746	Em0005g1659a	jg12681.t1
OG0012751	Em0009g1172a	jg937.t1
OG0012755	Em0009g1278a	jg926.t1
OG0012756	Em0003g179a	jg17427.t1
OG0012758	Em0009g1266a	jg924.t1
OG0012764	Em0020g702a	jg29724.t1
OG0012765	Em0006g932a	jg23767.t1
OG0012768	Em0003g659a	jg8202.t1
OG0012769	Em0005g1109a	jg24107.t1
OG0012771	Em0009g165a	jg965.t1
OG0012773	Em0001g2681a	jg17663.t1
OG0012777	Em0017g64a	jg24249.t1
OG0012781	Em0003g1880a	jg8127.t1
OG0012783	Em0015g554a	jg4364.t1
OG0012791	Em0021g166a	jg8138.t1
OG0012792	Em0002g1888a	jg23048.t1
OG0012800	Em0013g181a	jg4641.t1
OG0012805	Em0010g726a	jg4639.t1
OG0012807	Em0021g121a	jg11568.t1
OG0012819	Em0002g1887a	jg23051.t1
OG0012832	Em0011g79a	jg22133.t1
OG0012833	Em0005g1609a	jg12654.t1
OG0012846	Em0005g1160a	jg12808.t1
OG0012850	Em0005g1445a	jg12622.t1
OG0012852	Em0015g480a	jg11678.t1
OG0012858	Em0011g31a	jg6006.t1
OG0012861	Em0022g299a	jg18620.t1
OG0012864	Em0018g1189a	jg17551.t1
OG0012865	Em0022g340a	jg29058.t1
OG0012868	Em0022g211a	jg28999.t1
OG0012873	Em0023g318a	jg23233.t1
OG0012879	Em0019g163a	jg18714.t1
OG0012880	Em0018g669a	jg18619.t1
OG0012882	Em0021g299a	jg27196.t1
OG0012886	Em0016g87a	jg14326.t1
OG0012889	Em0016g911a	jg14606.t1
OG0012897	Em0021g244a	jg8420.t1
OG0012898	Em0015g308a	jg13826.t1
OG0012906	Em0011g84a	jg22112.t1
OG0012908	Em0011g460a	jg6364.t2
OG0012913	Em0020g554a	jg12013.t1
OG0012921	Em0023g581a	jg24572.t1
OG0012924	Em0005g1257a	jg11700.t1
OG0012925	Em0011g136a	jg19306.t1
OG0012927	Em0015g174a	jg14499.t1
OG0012930	Em0023g913a	jg1108.t1
OG0012931	Em0004g89a	jg12380.t1
OG0012941	Em0011g788a	jg12413.t1
OG0012943	Em0016g1026a	jg19216.t1
OG0012949	Em0014g555a	jg20860.t1
OG0012952	Em0004g1368a	jg12350.t1
OG0012956	Em0015g1032a	jg11695.t1
OG0012959	Em0015g690a	jg14510.t1
OG0012965	Em0023g31a	jg20666.t1
OG0012966	Em0008g943a	jg25976.t1
OG0012968	Em0007g223a	jg9861.t1
OG0012972	Em0014g34a	jg7024.t1
OG0012973	Em0019g739a	jg7021.t1
OG0012974	Em0012g992a	jg13687.t1
OG0012981	Em0005g588a	jg19479.t1
OG0012982	Em0020g80a	jg29832.t1
OG0012983	Em0009g1232a	jg6221.t1
OG0012986	Em0019g313a	jg11212.t1
OG0012988	Em0015g963a	jg13873.t1
OG0012991	Em0009g183a	jg7636.t1
OG0012999	Em0022g305a	jg7208.t1
OG0013005	Em0020g1061a	jg29420.t1
OG0013007	Em0019g538a	jg28982.t1
OG0013008	Em0020g917a	jg29457.t1
OG0013012	Em0005g1664a	jg12785.t1
OG0013015	Em0003g324a	jg20082.t1
OG0013020	Em0018g139a	jg15737.t1
OG0013021	Em0022g360a	jg29209.t1
OG0013027	Em0005g1542a	jg12756.t1
OG0013030	Em0005g1539a	jg12765.t1
OG0013043	Em0015g171a	jg14345.t1
OG0013046	Em0015g562a	jg17080.t1
OG0013048	Em0003g1862a	jg17472.t1
OG0013053	Em0011g1186a	jg14342.t1
OG0013054	Em0018g193a	jg18093.t1
OG0013057	Em0019g360a	jg17065.t1
OG0013060	Em0015g138a	jg14391.t1
OG0013061	Em0016g889a	jg19289.t1
OG0013062	Em0019g161a	jg27953.t1
OG0013063	Em0019g164a	jg27954.t1
OG0013066	Em0015g126a	jg13798.t1
OG0013067	Em0021g232a	jg27164.t1
OG0013072	Em0016g46a	jg25734.t1
OG0013074	Em0001g2195a	jg27296.t1
OG0013075	Em0019g170a	jg28040.t1
OG0013076	Em0018g775a	jg30481.t1
OG0013077	Em0016g578a	jg14575.t1
OG0013078	Em0019g231a	jg27965.t1
OG0013081	Em0018g513a	jg5891.t1
OG0013082	Em0001g2151a	jg27297.t1
OG0013086	Em0011g1066a	jg8775.t1
OG0013088	Em0001g2148a	jg27295.t1
OG0013094	Em0016g399a	jg8934.t1
OG0013097	Em0011g320a	jg14691.t1
OG0013100	Em0001g3699a	jg14052.t1
OG0013101	Em0001g1173a	jg30461.t1
OG0013102	Em0807g1a	jg4333.t1
OG0013105	Em0008g1111a	jg2872.t1
OG0013108	Em0015g567a	jg17578.t1
OG0013109	Em0006g1164a	jg4339.t1
OG0013110	Em0006g1169a	jg4335.t1
OG0013116	Em0011g297a	jg6356.t1
OG0013119	Em0016g28a	jg8805.t1
OG0013120	Em0016g298a	jg8827.t1
OG0013123	Em0022g223a	jg29041.t1
OG0013131	Em0015g628a	jg17028.t1
OG0013133	Em0023g756a	jg12014.t1
OG0013135	Em0020g636a	jg29405.t1
OG0013143	Em0020g72a	jg29613.t1
OG0013145	Em0020g352a	jg29526.t1
OG0013149	Em0020g182a	jg29616.t1
OG0013151	Em0005g212a	jg12736.t1
OG0013156	Em0020g73a	jg29614.t1
OG0013159	Em0008g351a	jg3421.t1
OG0013162	Em0023g89a	jg2239.t1
OG0013166	Em0009g427a	jg22671.t1
OG0013169	Em0016g106a	jg23586.t1
OG0013172	Em0008g1114a	jg2243.t1
OG0013175	Em0015g71a	jg23251.t1
OG0013176	Em0001g2521a	jg19050.t1
OG0013177	Em0022g510a	jg4693.t1
OG0013185	Em0001g85a	jg18998.t1
OG0013186	Em0013g1052a	jg2279.t1
OG0013191	Em0019g321a	jg28447.t1
OG0013195	Em0019g350a	jg28291.t1
OG0013205	Em0009g959a	jg943.t1
OG0013209	Em0019g763a	jg28533.t1
OG0013214	Em0019g346a	jg28278.t1
OG0013219	Em0012g471a	jg8298.t1
OG0013221	Em0009g1244a	jg6193.t1
OG0013227	Em0002g757a	jg18699.t1
OG0013231	Em0004g1348a	jg20326.t1
OG0013236	Em0014g719a	jg20195.t1
OG0013237	Em0023g438a	jg11932.t1
OG0013242	Em0017g359a	jg20208.t1
OG0013243	Em0019g760a	jg28529.t1
OG0013244	Em0028g24a	jg19938.t1
OG0013245	Em0019g908a	jg28542.t1
OG0013256	Em0023g469a	jg11933.t1
OG0013257	Em0023g378a	jg23129.t1
OG0013259	Em0014g680a	jg20237.t1
OG0013260	Em0007g255a	jg17124.t1
OG0013264	Em0007g858a	jg11103.t1
OG0013267	Em0014g714a	jg19942.t1
OG0013270	Em0015g108a	jg20260.t1
OG0013272	Em0023g607a	jg12029.t1
OG0013276	Em1356g1a	jg6437.t1
OG0013282	Em0023g326a	jg22442.t1
OG0013285	Em0017g91a	jg11102.t1
OG0013286	Em0017g567a	jg11107.t1
OG0013287	Em0015g646a	jg10208.t1
OG0013289	Em0017g30a	jg11123.t1
OG0013294	Em0023g376a	jg23131.t1
OG0013295	Em0004g377a	jg12355.t1
OG0013297	Em0011g1059a	jg11426.t1
OG0013300	Em0005g1147a	jg12860.t1
OG0013301	Em0005g1132a	jg12855.t1
OG0013306	Em0005g1148a	jg12862.t1
OG0013307	Em0016g991a	jg19283.t1
OG0013310	Em0005g1651a	jg12824.t1
OG0013311	Em0004g28a	jg12407.t1
OG0013313	Em0005g1102a	jg12844.t1
OG0013315	Em0005g1167a	jg12821.t1
OG0013318	Em0006g1150a	jg22389.t1
OG0013321	Em0012g1000a	jg8376.t1
OG0013323	Em0022g5a	jg239.t1
OG0013336	Em0019g1025a	jg28413.t1
OG0013338	Em0021g118a	jg16959.t1
OG0013342	Em0018g410a	jg16976.t1
OG0013343	Em0014g690a	jg19959.t1
OG0013349	Em0022g365a	jg11261.t1
OG0013351	Em0015g69a	jg19952.t1
OG0013355	Em0021g626a	jg16827.t1
OG0013357	Em0011g1187a	jg28136.t1
OG0013359	Em0014g682a	jg19958.t1
OG0013361	Em0018g71a	jg16977.t1
OG0013362	Em0003g107a	jg17435.t1
OG0013363	Em0003g814a	jg8247.t1
OG0013364	Em0018g152a	jg11231.t1
OG0013366	Em0017g49a	jg11263.t1
OG0013368	Em0022g397a	jg29127.t1
OG0013369	Em0002g1866a	jg10951.t1
OG0013371	Em0019g578a	jg28516.t1
OG0013376	Em0021g897a	jg16850.t1
OG0013379	Em0014g689a	jg19960.t1
OG0013380	Em0024g141a	jg17944.t1
OG0013382	Em0003g1326a	jg17534.t1
OG0013383	Em0021g939a	jg16830.t1
OG0013386	Em0003g1406a	jg17520.t1
OG0013387	Em0014g630a	jg16847.t1
OG0013389	Em0019g807a	jg28148.t1
OG0013390	Em0018g666a	jg28562.t1
OG0013392	Em0019g877a	jg28558.t1
OG0013394	Em0018g73a	jg11238.t1
OG0013395	Em0002g1867a	jg10952.t1
OG0013396	Em0002g1865a	jg10958.t1
OG0013397	Em0019g699a	jg28510.t1
OG0013407	Em0003g1845a	jg20063.t1
OG0013408	Em0020g966a	jg29903.t1
OG0013415	Em0019g665a	jg28156.t1
OG0013417	Em0017g595a	jg10888.t1
OG0013423	Em0010g923a	jg10104.t1
OG0013424	Em0001g1045a	jg23313.t1
OG0013426	Em0023g274a	jg20681.t1
OG0013430	Em0008g977a	jg20611.t1
OG0013432	Em0023g262a	jg20687.t1
OG0013433	Em0006g1248a	jg24863.t1
OG0013438	Em0002g851a	jg17418.t1
OG0013439	Em0003g57a	jg17411.t1
OG0013445	Em0015g650a	jg13910.t1
OG0013447	Em0015g1140a	jg13918.t1
OG0013449	Em0011g423a	jg13930.t1
OG0013450	Em0010g854a	jg10106.t1
OG0013451	Em0023g290a	jg20817.t1
OG0013458	Em0011g22a	jg14765.t1
OG0013459	Em0011g502a	jg14759.t1
OG0013461	Em0021g546a	jg17393.t1
OG0013464	Em0015g515a	jg13888.t1
OG0013467	Em0020g1002a	jg7937.t1
OG0013471	Em0003g1220a	jg13940.t1
OG0013473	Em0015g717a	jg13981.t1
OG0013474	Em0003g60a	jg17412.t1
OG0013475	Em0004g666a	jg17409.t1
OG0013477	Em0021g510a	jg17396.t1
OG0013480	Em0015g64a	jg13891.t1
OG0013481	Em0015g662a	jg13911.t1
OG0013487	Em0004g1190a	jg1524.t1
OG0013488	Em0019g1132a	jg28362.t1
OG0013490	Em0018g1173a	jg26740.t1
OG0013491	Em0018g866a	jg26734.t1
OG0013495	Em0016g132a	jg8985.t1
OG0013496	Em0007g406a	jg23671.t1
OG0013497	Em0006g1037a	jg23674.t1
OG0013500	Em0015g395a	jg13951.t1
OG0013502	Em0008g1078a	jg30185.t1
OG0013503	Em0021g417a	jg8397.t1
OG0013504	Em0001g2526a	jg19124.t1
OG0013509	Em0009g436a	jg28368.t1
OG0013510	Em0019g357a	jg28364.t1
OG0013513	Em0014g53a	jg14763.t1
OG0013514	Em0016g540a	jg8997.t1
OG0013519	Em0016g1001a	jg19228.t1
OG0013523	Em0005g1478a	jg26744.t1
OG0013527	Em0016g543a	jg8998.t1
OG0013528	Em0005g1282a	jg13296.t1
OG0013530	Em0001g835a	jg19033.t1
OG0013532	Em0001g1488a	jg18959.t1
OG0013534	Em0001g1952a	jg19031.t1
OG0013538	Em0024g123a	jg17512.t1
OG0013540	Em0024g413a	jg17461.t1
OG0013545	Em0001g2525a	jg19123.t1
OG0013547	Em0018g551a	jg19131.t1
OG0013549	Em0001g1296a	jg18885.t1
OG0013552	Em0001g55a	jg10059.t1
OG0013557	Em0005g1178a	jg13291.t1
OG0013561	Em0024g414a	jg17460.t1
OG0013562	Em0003g1212a	jg20086.t1
OG0013563	Em0013g142a	jg2386.t1
OG0013565	Em0015g475a	jg28023.t1
OG0013570	Em0004g992a	jg28030.t1
OG0013571	Em0001g3721a	jg18973.t1
OG0013572	Em0018g687a	jg6763.t1
OG0013573	Em0001g848a	jg19032.t1
OG0013580	Em0018g99a	jg25304.t1
OG0013587	Em0019g1047a	jg28026.t1
OG0013588	Em0020g76a	jg29651.t1
OG0013590	Em0005g1212a	jg18751.t1
OG0013591	Em0001g972a	jg26939.t1
OG0013593	Em0010g128a	jg11664.t1
OG0013595	Em0010g318a	jg11594.t1
OG0013596	Em0018g304a	jg18039.t1
OG0013598	Em0018g381a	jg18049.t1
OG0013599	Em0018g710a	jg6770.t1
OG0013601	Em0019g251a	jg28002.t1
OG0013604	Em0020g366a	jg29494.t1
OG0013608	Em0020g197a	jg29658.t1
OG0013609	Em0020g79a	jg29654.t1
OG0013611	Em0003g1877a	jg29666.t1
OG0013616	Em0019g550a	jg10789.t1
OG0013618	Em0018g98a	jg25306.t1
OG0013621	Em0020g558a	jg29489.t1
OG0013625	Em0020g81a	jg29642.t1
OG0013626	Em0019g188a	jg28245.t1
OG0013628	Em0002g843a	jg28230.t1
OG0013630	Em0020g227a	jg29684.t1
OG0013633	Em0021g91a	jg20596.t1
OG0013634	Em0019g884a	jg10781.t1
OG0013638	Em0023g446a	jg20811.t1
OG0013642	Em0018g243a	jg13710.t1
OG0013643	Em0008g513a	jg20542.t1
OG0013645	Em0018g145a	jg18011.t1
OG0013649	Em0005g861a	jg26157.t1
OG0013650	Em0019g206a	jg28232.t1
OG0013651	Em0020g1063a	jg29695.t1
OG0013652	Em0008g345a	jg20759.t1
OG0013654	Em0008g1263a	jg20771.t1
OG0013655	Em0023g83a	jg20794.t1
OG0013658	Em0023g248a	jg20801.t1
OG0013664	Em0002g1831a	jg11009.t1
OG0013665	Em0002g1161a	jg10829.t1
OG0013669	Em0008g1025a	jg20762.t1
OG0013670	Em0016g599a	jg11034.t1
OG0013676	Em0015g151a	jg13864.t1
OG0013677	Em0015g169a	jg25145.t1
OG0013683	Em0023g576a	jg3762.t1
OG0013684	Em0017g125a	jg10843.t1
OG0013691	Em0015g46a	jg14442.t1
OG0013692	Em0015g321a	jg14352.t1
OG0013695	Em0015g89a	jg25177.t1
OG0013697	Em0013g431a	jg2367.t1
OG0013700	Em0015g255a	jg14481.t1
OG0013705	Em0017g485a	jg11035.t1
OG0013709	Em0015g30a	jg14457.t1
OG0013711	Em0015g139a	jg13803.t1
OG0013714	Em0015g1055a	jg23257.t1
OG0013716	Em0023g388a	jg18497.t1
