Orthogroup	Ephydatia_Emu_v1_prots	Human_UP000005640_9606
OG0009844	Em0005g1652a	sp|P17987|TCPA_HUMAN
OG0009845	Em0145g8a	sp|O43617|TPPC3_HUMAN
OG0009846	Em0015g1210a	sp|Q99437|VATO_HUMAN
OG0009847	Em0006g1225a, Em0006g1234a	sp|Q9NRX2|RM17_HUMAN
OG0009848	Em0023g943a	sp|Q00532|CDKL1_HUMAN, sp|Q5MAI5|CDKL4_HUMAN
OG0009850	Em0023g367a	sp|P14550|AK1A1_HUMAN
OG0009851	Em0023g940a	sp|P43246|MSH2_HUMAN
OG0009852	Em0012g1002a	sp|Q9Y255|PRLD1_HUMAN
OG0009853	Em0004g206a	sp|P10809|CH60_HUMAN
OG0009856	Em0006g1009a	sp|Q8N4Q0|PTGR3_HUMAN
OG0009859	Em0006g908a	sp|Q8NCM8|DYHC2_HUMAN
OG0009860	Em0017g363a	sp|Q9NY61|AATF_HUMAN
OG0009861	Em0019g542a	sp|O43542|XRCC3_HUMAN
OG0009865	Em0015g886a	sp|P62253|UB2G1_HUMAN
OG0009867	Em0028g34a	sp|O14744|ANM5_HUMAN
OG0009868	Em0005g1018a	sp|P31040|SDHA_HUMAN
OG0009869	Em0005g1036a	sp|Q5JVL4|EFHC1_HUMAN
OG0009871	Em0005g1646a	sp|P0C6A0|ZGLP1_HUMAN
OG0009874	Em0023g477a, Em0023g551a	sp|Q9UKK3|PARP4_HUMAN
OG0009875	Em0005g91a	sp|Q5QJ74|TBCEL_HUMAN
OG0009876	Em0005g1194a	sp|Q96GA3|LTV1_HUMAN
OG0009877	Em0006g985a	sp|P26196|DDX6_HUMAN
OG0009879	Em0005g1035a	sp|P13010|XRCC5_HUMAN
OG0009880	Em0016g995a	sp|Q9BR61|ACBD6_HUMAN
OG0009881	Em0016g983a	sp|Q9Y2M5|KLH20_HUMAN
OG0009882	Em0023g938a	sp|Q5SQS7|SH24B_HUMAN, sp|Q9H788|SH24A_HUMAN
OG0009883	Em0004g205a	sp|P61604|CH10_HUMAN
OG0009884	Em0011g522a	sp|O43681|GET3_HUMAN
OG0009885	Em0004g308a	sp|P41250|GARS_HUMAN
OG0009886	Em0004g349a	sp|Q9BUQ8|DDX23_HUMAN
OG0009889	Em0001g850a	sp|Q02878|RL6_HUMAN
OG0009890	Em0009g987a	sp|P23610|HAP40_HUMAN
OG0009891	Em0005g1146a	sp|P49821|NDUV1_HUMAN
OG0009892	Em0001g623a	sp|Q9HBG6|IF122_HUMAN
OG0009896	Em0022g158a	sp|Q8TBK6|ZCH10_HUMAN
OG0009898	Em0016g945a	sp|O75683|SURF6_HUMAN
OG0009900	Em0016g1000a	sp|O60869|EDF1_HUMAN
OG0009901	Em0016g996a	sp|Q96HH6|TMM19_HUMAN
OG0009902	Em0011g7a	sp|Q5VYK3|ECM29_HUMAN
OG0009904	Em0005g1320a	sp|Q96MW1|CCD43_HUMAN
OG0009905	Em0014g801a	sp|O00189|AP4M1_HUMAN
OG0009906	Em0001g622a	sp|Q96GS4|BORC6_HUMAN
OG0009907	Em0011g119a	sp|O15379|HDAC3_HUMAN
OG0009909	Em0001g849a	sp|Q8NHQ9|DDX55_HUMAN
OG0009910	Em0015g462a	sp|Q08945|SSRP1_HUMAN
OG0009911	Em0016g992a	sp|Q96FZ2|HMCES_HUMAN
OG0009912	Em0016g1002a	sp|P53611|PGTB2_HUMAN
OG0009913	Em0016g999a	sp|P20618|PSB1_HUMAN
OG0009914	Em0016g994a	sp|Q12893|TM115_HUMAN
OG0009917	Em0016g1003a	sp|Q9NQ55|SSF1_HUMAN
OG0009918	Em0022g418a	sp|P61221|ABCE1_HUMAN
OG0009920	Em0022g350a	sp|Q9Y673|ALG5_HUMAN
OG0009921	Em0447g8a	sp|P49459|UBE2A_HUMAN
OG0009924	Em0022g127a	sp|P61247|RS3A_HUMAN
OG0009926	Em0019g880a	sp|Q96F63|CCD97_HUMAN
OG0009927	Em0015g461a	sp|Q92890|UFD1_HUMAN
OG0009930	Em0018g57a	sp|P17735|ATTY_HUMAN
OG0009931	Em0016g946a	sp|Q9BZL1|UBL5_HUMAN
OG0009932	Em0018g300a	sp|Q9BUN8|DERL1_HUMAN
OG0009933	Em0019g653a	sp|Q8IZD6|S22AF_HUMAN
OG0009934	Em0016g997a	sp|Q5JU67|CF157_HUMAN
OG0009935	Em0022g659a	sp|Q9UBB6|NCDN_HUMAN
OG0009936	Em0002g1869a	sp|Q9UMS0|NFU1_HUMAN
OG0009937	Em0011g499a	sp|Q9NZ01|TECR_HUMAN
OG0009938	Em0011g117a	sp|Q12882|DPYD_HUMAN
OG0009941	Em0015g52a	sp|Q9UQ35|SRRM2_HUMAN
OG0009942	Em0019g839a	sp|Q9BSR8|YIPF4_HUMAN
OG0009943	Em0019g1055a	sp|P12694|ODBA_HUMAN
OG0009944	Em0019g864a	sp|Q9Y324|FCF1_HUMAN
OG0009946	Em0022g819a	sp|Q9NUT2|MITOS_HUMAN
OG0009947	Em0010g903a	sp|Q9GZR7|DDX24_HUMAN
OG0009948	Em0018g101a	sp|Q9Y2B5|VP9D1_HUMAN
OG0009949	Em0018g131a	sp|O14737|PDCD5_HUMAN
OG0009951	Em0018g102a	sp|Q9NX74|DUS2L_HUMAN
OG0009952	Em0022g126a	sp|O60503|ADCY9_HUMAN
OG0009953	Em0018g265a	sp|Q9UKV3|ACINU_HUMAN
OG0009954	Em0018g299a	sp|Q9Y2Y0|AR2BP_HUMAN
OG0009956	Em0019g620a	sp|Q13438|OS9_HUMAN
OG0009957	Em0008g45a	sp|Q9Y5K8|VATD_HUMAN
OG0009958	Em0019g809a	sp|Q9P0W8|SPAT7_HUMAN
OG0009959	Em0019g1093a	sp|Q9Y5W8|SNX13_HUMAN
OG0009960	Em0019g879a	sp|Q6RFH5|WDR74_HUMAN
OG0009961	Em0019g838a	sp|Q9UQ84|EXO1_HUMAN
OG0009962	Em0019g602a	sp|Q9H0Y0|ATG10_HUMAN
OG0009963	Em0018g37a	sp|Q5J8M3|EMC4_HUMAN
OG0009967	Em0021g157a	sp|O94888|UBXN7_HUMAN
OG0009968	Em0014g816a	sp|Q52LA3|LIN52_HUMAN
OG0009969	Em0021g81a	sp|O60832|DKC1_HUMAN
OG0009971	Em0008g946a	sp|P04818|TYSY_HUMAN
OG0009972	Em0005g1546a	sp|Q8TDH9|BL1S5_HUMAN
OG0009973	Em0003g1002a	sp|Q6PD62|CTR9_HUMAN
OG0009974	Em0019g700a	sp|Q9UEU0|VTI1B_HUMAN
OG0009975	Em0003g1558a	sp|Q8IUQ4|SIAH1_HUMAN
OG0009976	Em0019g1006a	sp|Q8IWA0|WDR75_HUMAN
OG0009978	Em0022g60a	sp|O95831|AIFM1_HUMAN
OG0009979	Em0019g574a	sp|Q6ZMV9|KIF6_HUMAN
OG0009980	Em0013g812a	sp|A2VDF0|FUCM_HUMAN
OG0009981	Em0019g1026a	sp|Q9Y5J7|TIM9_HUMAN
OG0009982	Em0019g1059a	sp|P46199|IF2M_HUMAN
OG0009983	Em0019g896a	sp|Q8N4W6|DJC22_HUMAN
OG0009984	Em0003g1836a	sp|O75602|SPAG6_HUMAN
OG0009986	Em0018g500a	sp|Q9NQQ7|S35C2_HUMAN
OG0009987	Em0003g46a	sp|P40616|ARL1_HUMAN
OG0009988	Em0003g108a	sp|O94979|SC31A_HUMAN
OG0009989	Em0018g72a	sp|Q9NQP4|PFD4_HUMAN
OG0009991	Em0018g151a	sp|Q8NDH3|PEPL1_HUMAN
OG0009992	Em0003g1716a	sp|Q9HAQ2|KIF9_HUMAN
OG0009994	Em0017g48a	sp|Q15109|RAGE_HUMAN
OG0009995	Em0018g38a	sp|A4D1U4|DEN11_HUMAN
OG0009996	Em0019g804a	sp|Q9Y316|MEMO1_HUMAN
OG0009998	Em0019g579a	sp|Q92797|SYMPK_HUMAN
OG0009999	Em0010g872a	sp|Q96HA9|PX11C_HUMAN
OG0010003	Em0020g1028a	sp|P36954|RPB9_HUMAN
OG0010007	Em0017g160a	sp|P78549|NTH_HUMAN
OG0010009	Em0013g167a	sp|Q12981|SEC20_HUMAN
OG0010011	Em0013g118a	sp|Q9UJX2|CDC23_HUMAN
OG0010012	Em0020g654a	sp|Q9H269|VPS16_HUMAN
OG0010013	Em0019g701a	sp|O95848|NUD14_HUMAN
OG0010015	Em0010g719a	sp|Q13976|KGP1_HUMAN
OG0010016	Em0019g805a	sp|Q96M32|KAD7_HUMAN
OG0010018	Em0016g169a	sp|Q8WUA2|PPIL4_HUMAN
OG0010019	Em0011g483a	sp|Q96BP3|PPWD1_HUMAN
OG0010020	Em0011g985a	sp|Q96MU7|YTDC1_HUMAN
OG0010021	Em0020g1023a	sp|Q9Y262|EIF3L_HUMAN
OG0010022	Em0020g70a	sp|Q8IVD9|NUDC3_HUMAN
OG0010024	Em0630g2a	sp|P53384|NUBP1_HUMAN
OG0010025	Em0008g671a	sp|Q9Y6A9|SPCS1_HUMAN
OG0010028	Em0010g842a	sp|P40818|UBP8_HUMAN
OG0010029	Em0004g1358a	sp|Q9NZB8|MOCS1_HUMAN
OG0010031	Em0020g1079a	sp|Q8N1V2|CFA52_HUMAN
OG0010032	Em0020g1101a	sp|Q8IYD8|FANCM_HUMAN
OG0010033	Em0008g1030a	sp|Q9BYC9|RM20_HUMAN
OG0010034	Em0020g821a	sp|Q9Y3D5|RT18C_HUMAN
OG0010035	Em0008g1009a	sp|Q6ZVT0|TTL10_HUMAN
OG0010038	Em0017g559a	sp|O75460|ERN1_HUMAN
OG0010039	Em0020g99a	sp|Q3T906|GNPTA_HUMAN
OG0010040	Em0020g824a	sp|Q6P1R4|DUS1L_HUMAN
OG0010041	Em0020g786a	sp|Q8IWF2|FXRD2_HUMAN
OG0010044	Em0020g1001a	sp|Q9Y3S2|ZN330_HUMAN
OG0010045	Em0020g995a	sp|Q969Y2|GTPB3_HUMAN
OG0010046	Em0020g691a	sp|Q9UPM9|B9D1_HUMAN
OG0010047	Em0020g993a	sp|Q6NUQ1|RINT1_HUMAN
OG0010048	Em0020g1003a	sp|Q9BY77|PDIP3_HUMAN
OG0010049	Em0002g756a	sp|Q8IY45|AMN1_HUMAN
OG0010051	Em0017g159a	sp|Q8WUH2|TGFA1_HUMAN
OG0010052	Em0005g1638a	sp|O15321|TM9S1_HUMAN
OG0010053	Em0026g47a, Em0026g56a	sp|Q8N865|CG031_HUMAN
OG0010054	Em1018g1a	sp|Q8IYR0|CF206_HUMAN
OG0010055	Em0005g1527a	sp|O95071|UBR5_HUMAN
OG0010056	Em0005g1522a	sp|P53701|CCHL_HUMAN
OG0010057	Em0020g823a	sp|Q9BQA9|CYBC1_HUMAN
OG0010063	Em0005g805a	sp|Q5I0X7|TTC32_HUMAN
OG0010064	Em0020g95a	sp|Q07020|RL18_HUMAN
OG0010065	Em0015g514a	sp|Q14534|ERG1_HUMAN
OG0010066	Em0008g1021a	sp|Q6P9G0|CB5D1_HUMAN
OG0010067	Em0015g664a	sp|Q9UMS4|PRP19_HUMAN
OG0010068	Em0020g690a	sp|O60861|GAS7_HUMAN
OG0010069	Em0008g1122a	sp|Q7Z3E5|ARMC9_HUMAN
OG0010070	Em0020g997a	sp|P26368|U2AF2_HUMAN
OG0010071	Em0008g1031a	sp|P51810|GP143_HUMAN
OG0010072	Em0008g1124a	sp|Q0VDF9|HSP7E_HUMAN
OG0010074	Em0306g4a	sp|Q9NVR7|TBCC1_HUMAN
OG0010075	Em0008g1028a	sp|Q9H089|LSG1_HUMAN
OG0010077	Em0008g1128a	sp|O43924|PDE6D_HUMAN
OG0010078	Em0011g415a	sp|Q9P000|COMD9_HUMAN
OG0010079	Em0015g716a	sp|Q96M95|CCD42_HUMAN
OG0010080	Em0020g1022a	sp|P62244|RS15A_HUMAN
OG0010081	Em0008g1265a	sp|Q674X7|KAZRN_HUMAN
OG0010082	Em0020g30a	sp|Q99798|ACON_HUMAN
OG0010083	Em0008g1026a	sp|Q9BUE0|MED18_HUMAN
OG0010084	Em0008g973a	sp|Q99623|PHB2_HUMAN
OG0010085	Em0011g853a	sp|Q13416|ORC2_HUMAN
OG0010087	Em0011g976a	sp|P48378|RFX2_HUMAN
OG0010089	Em0021g219a	sp|Q6IA69|NADE_HUMAN
OG0010090	Em0005g1525a	sp|Q9Y282|ERGI3_HUMAN
OG0010091	Em0005g1437a	sp|Q9Y2B2|PIGL_HUMAN
OG0010092	Em0026g36a	sp|Q96EH3|MASU1_HUMAN
OG0010093	Em0011g516a	sp|Q9Y421|FA32A_HUMAN
OG0010094	Em0003g62a	sp|Q8IXM6|NRM_HUMAN
OG0010096	Em0008g672a	sp|Q9Y2G8|DJC16_HUMAN
OG0010097	Em0008g1123a	sp|P62487|RPB7_HUMAN
OG0010098	Em0007g1331a	sp|Q15800|MSMO1_HUMAN
OG0010101	Em0008g1012a	sp|Q9BV19|CA050_HUMAN
OG0010102	Em0008g978a	sp|O95155|UBE4B_HUMAN
OG0010103	Em0016g34a	sp|O00311|CDC7_HUMAN
OG0010105	Em0020g996a	sp|Q3SXZ7|TTLL9_HUMAN
OG0010108	Em0015g737a	sp|P43487|RANG_HUMAN
OG0010109	Em0015g713a	sp|Q9UPS6|SET1B_HUMAN
OG0010110	Em0015g715a	sp|P60510|PP4C_HUMAN
OG0010111	Em0005g1501a	sp|Q9NRN7|ADPPT_HUMAN
OG0010113	Em0005g1615a	sp|Q92543|SNX19_HUMAN
OG0010115	Em0021g256a	sp|Q96K76|UBP47_HUMAN
OG0010117	Em0015g513a	sp|Q9BYB4|GNB1L_HUMAN
OG0010118	Em0008g1079a	sp|Q15021|CND1_HUMAN
OG0010119	Em0008g628a	sp|Q13435|SF3B2_HUMAN
OG0010120	Em0015g56a	sp|P17707|DCAM_HUMAN
OG0010121	Em0015g665a	sp|A6NIH7|U119B_HUMAN
OG0010123	Em0015g1139a	sp|P43034|LIS1_HUMAN
OG0010124	Em0001g86a	sp|Q9BRU9|UTP23_HUMAN
OG0010125	Em0021g495a	sp|Q16543|CDC37_HUMAN
OG0010126	Em0016g43a	sp|Q9Y291|RT33_HUMAN
OG0010127	Em0144g1a	sp|Q16769|QPCT_HUMAN
OG0010128	Em0015g714a	sp|P49023|PAXI_HUMAN
OG0010130	Em0021g222a	sp|P53618|COPB_HUMAN
OG0010132	Em0003g45a	sp|Q6P3W7|SCYL2_HUMAN
OG0010133	Em0003g56a	sp|P23511|NFYA_HUMAN
OG0010134	Em0022g664a	sp|Q969J3|BORC5_HUMAN
OG0010135	Em0015g516a	sp|P50613|CDK7_HUMAN
OG0010136	Em0016g61a	sp|Q15058|KIF14_HUMAN
OG0010137	Em0015g663a	sp|Q8WXU2|DAAF4_HUMAN
OG0010138	Em0015g648a	sp|P28039|AOAH_HUMAN
OG0010142	Em0002g1008a	sp|O60733|PLPL9_HUMAN
OG0010143	Em0021g223a	sp|O95169|NDUB8_HUMAN
OG0010144	Em0019g1064a	sp|P09874|PARP1_HUMAN
OG0010145	Em0017g637a	sp|O75531|BAF_HUMAN
OG0010147	Em0019g288a	sp|P19404|NDUV2_HUMAN
OG0010149	Em0013g1124a	sp|Q9Y3E7|CHMP3_HUMAN
OG0010150	Em0019g300a, Em0144g3a	sp|Q9BVS5|TR61B_HUMAN
OG0010151	Em0001g1400a	sp|A0A1B0GUX0|VAFNB_HUMAN
OG0010154	Em0019g1038a	sp|Q92541|RTF1_HUMAN
OG0010155	Em0001g3379a	sp|O75663|TIPRL_HUMAN
OG0010156	Em0001g3793a	sp|Q53S58|TM177_HUMAN
OG0010158	Em0018g1087a	sp|Q8NG66|NEK11_HUMAN
OG0010159	Em0006g1518a	sp|Q9Y6I8|PXMP4_HUMAN
OG0010161	Em0001g1103a	sp|P48728|GCST_HUMAN
OG0010162	Em0016g121a	sp|Q8IX18|DHX40_HUMAN
OG0010163	Em0007g242a	sp|Q9H816|DCR1B_HUMAN
OG0010164	Em0009g823a	sp|O00116|ADAS_HUMAN
OG0010165	Em0007g639a	sp|Q8WTS6|SETD7_HUMAN
OG0010167	Em0016g361a	sp|O43826|G6PT1_HUMAN
OG0010169	Em0024g86a	sp|O95219|SNX4_HUMAN
OG0010171	Em0016g108a	sp|O75396|SC22B_HUMAN
OG0010173	Em0019g1060a	sp|P62979|RS27A_HUMAN
OG0010174	Em0019g1062a	sp|Q8N801|STPG4_HUMAN
OG0010177	Em0001g2647a	sp|Q9P2X0|DPM3_HUMAN
OG0010178	Em0001g2661a	sp|Q86VQ6|TRXR3_HUMAN
OG0010180	Em0001g1398a	sp|Q8TBZ2|MYBPP_HUMAN
OG0010181	Em0001g1294a	sp|Q2M389|WASC4_HUMAN
OG0010182	Em0005g1633a	sp|Q15006|EMC2_HUMAN
OG0010183	Em0005g1396a	sp|Q9BRP1|PDD2L_HUMAN
OG0010184	Em0001g3795a	sp|Q96AA3|RFT1_HUMAN
OG0010185	Em0001g1297a	sp|Q92917|GPKOW_HUMAN
OG0010186	Em0005g1171a	sp|Q0PNE2|ELP6_HUMAN
OG0010187	Em0001g3791a	sp|Q99523|SORT_HUMAN
OG0010192	Em0001g1891a	sp|Q8N4Q1|MIA40_HUMAN
OG0010196	Em0009g1155a	sp|Q8NBA8|DTWD2_HUMAN
OG0010197	Em0007g680a	sp|Q8WUD4|CCD12_HUMAN
OG0010198	Em0158g4a	sp|P61923|COPZ1_HUMAN
OG0010199	Em0019g1090a	sp|Q5VW32|BROX_HUMAN
OG0010200	Em0001g1369a	sp|Q9NVM9|INT13_HUMAN
OG0010201	Em0024g61a	sp|Q6NVY1|HIBCH_HUMAN
OG0010202	Em0007g986a	sp|Q9NRP4|SDHF3_HUMAN
OG0010203	Em0011g40a	sp|P0DJ07|PT100_HUMAN
OG0010204	Em0018g839a	sp|Q9Y5B9|SP16H_HUMAN
OG0010205	Em0019g307a	sp|Q2NL82|TSR1_HUMAN
OG0010206	Em0003g459a	sp|Q8WVX9|FACR1_HUMAN
OG0010207	Em0019g289a	sp|P26641|EF1G_HUMAN
OG0010208	Em0019g358a	sp|Q8N6T3|ARFG1_HUMAN
OG0010210	Em0021g668a	sp|P51948|MAT1_HUMAN
OG0010211	Em0003g346a	sp|Q8TCI5|PIFO_HUMAN
OG0010212	Em0003g655a	sp|Q13084|RM28_HUMAN
OG0010213	Em0019g158a	sp|Q96SD1|DCR1C_HUMAN
OG0010214	Em0001g2658a	sp|Q96PZ0|PUS7_HUMAN
OG0010215	Em0005g1499a	sp|Q9NV70|EXOC1_HUMAN
OG0010216	Em0016g134a	sp|Q8NE28|STKL1_HUMAN
OG0010217	Em0016g362a	sp|Q8NFH5|NUP35_HUMAN
OG0010219	Em0005g1281a	sp|P54819|KAD2_HUMAN
OG0010220	Em0005g1179a	sp|Q96MD2|KICS2_HUMAN
OG0010221	Em0001g3377a	sp|Q86TL2|STIMA_HUMAN
OG0010223	Em0016g62a	sp|Q15257|PTPA_HUMAN
OG0010224	Em0023g806a	sp|Q9UM13|APC10_HUMAN
OG0010225	Em0009g995a	sp|P30101|PDIA3_HUMAN
OG0010226	Em0009g1068a	sp|Q96I51|RCC1L_HUMAN
OG0010227	Em0013g720a	sp|P55036|PSMD4_HUMAN
OG0010228	Em0007g738a	sp|Q4ADV7|RIC1_HUMAN
OG0010229	Em0006g1153a	sp|Q13206|DDX10_HUMAN
OG0010230	Em0009g1070a	sp|Q6UVK1|CSPG4_HUMAN
OG0010233	Em0018g1054a	sp|P12955|PEPD_HUMAN
OG0010234	Em0013g697a	sp|Q9GZN8|CT027_HUMAN
OG0010235	Em0013g272a	sp|P09417|DHPR_HUMAN
OG0010236	Em0012g383a	sp|Q92905|CSN5_HUMAN
OG0010237	Em0018g1160a	sp|O95995|DRC4_HUMAN
OG0010238	Em0001g2655a	sp|Q9NZQ3|SPN90_HUMAN
OG0010239	Em0018g1156a	sp|Q9BTX3|TM208_HUMAN
OG0010240	Em0019g329a	sp|O15228|GNPAT_HUMAN
OG0010242	Em0018g713a	sp|Q14137|BOP1_HUMAN
OG0010243	Em0019g78a	sp|Q13573|SNW1_HUMAN
OG0010244	Em0001g3723a	sp|Q9UBZ4|APEX2_HUMAN
OG0010245	Em0001g1487a	sp|Q8ND61|CC020_HUMAN
OG0010246	Em0005g1602a	sp|Q96MF7|NSE2_HUMAN
OG0010247	Em0018g984a	sp|Q9NPF4|OSGEP_HUMAN
OG0010248	Em0017g932a	sp|Q9NW64|RBM22_HUMAN
OG0010249	Em0005g1186a	sp|Q9Y2Y1|RPC10_HUMAN
OG0010251	Em0018g77a	sp|Q96EE3|SEH1_HUMAN
OG0010253	Em0019g582a	sp|Q99426|TBCB_HUMAN
OG0010254	Em0023g764a	sp|O43159|RRP8_HUMAN
OG0010255	Em0009g279a	sp|Q9P0J0|NDUAD_HUMAN
OG0010259	Em0013g572a	sp|Q9UJV9|DDX41_HUMAN
OG0010260	Em0003g316a	sp|Q8N2M4|TM86A_HUMAN
OG0010261	Em0018g384a	sp|Q16181|SEPT7_HUMAN
OG0010262	Em0013g248a	sp|Q2YD98|UVSSA_HUMAN
OG0010263	Em0013g143a	sp|O43447|PPIH_HUMAN
OG0010264	Em0018g296a	sp|Q9NSI2|F207A_HUMAN
OG0010266	Em0016g741a	sp|Q9NU02|ANKE1_HUMAN
OG0010267	Em0013g282a	sp|P36405|ARL3_HUMAN
OG0010269	Em0001g3558a	sp|P55769|NH2L1_HUMAN
OG0010270	Em0012g1079a	sp|Q9Y2X3|NOP58_HUMAN
OG0010271	Em0013g696a	sp|Q8WTT2|NOC3L_HUMAN
OG0010272	Em0018g1155a	sp|Q8TEX9|IPO4_HUMAN
OG0010273	Em0020g657a	sp|Q7Z4W1|DCXR_HUMAN
OG0010276	Em0015g660a	sp|Q9BW66|CINP_HUMAN
OG0010277	Em0020g168a	sp|Q9Y2W2|WBP11_HUMAN
OG0010279	Em0020g103a	sp|P51570|GALK1_HUMAN
OG0010280	Em0022g149a	sp|Q92733|PRCC_HUMAN
OG0010281	Em0001g699a	sp|Q96GX9|MTNB_HUMAN
OG0010282	Em0013g947a	sp|Q9H977|WDR54_HUMAN
OG0010283	Em0005g374a	sp|Q8N584|TT39C_HUMAN
OG0010284	Em0020g213a	sp|Q9H8Y5|ANKZ1_HUMAN
OG0010285	Em0018g983a	sp|Q92547|TOPB1_HUMAN
OG0010287	Em0020g228a	sp|Q9BSC4|NOL10_HUMAN
OG0010288	Em0015g693a	sp|P49411|EFTU_HUMAN
OG0010289	Em0005g1172a	sp|Q9NUS5|AP5S1_HUMAN
OG0010290	Em0020g1100a	sp|Q92747|ARC1A_HUMAN
OG0010291	Em0005g1372a	sp|Q96RG2|PASK_HUMAN
OG0010293	Em0005g707a	sp|Q9UIC8|LCMT1_HUMAN
OG0010294	Em0005g800a	sp|Q96RQ1|ERGI2_HUMAN
OG0010297	Em0018g76a	sp|O75521|ECI2_HUMAN
OG0010298	Em0010g945a	sp|O43396|TXNL1_HUMAN
OG0010299	Em0009g998a	sp|O43615|TIM44_HUMAN
OG0010300	Em0018g68a	sp|Q9P260|RELCH_HUMAN
OG0010301	Em0019g540a	sp|P50991|TCPD_HUMAN
OG0010302	Em0018g343a	sp|P53990|IST1_HUMAN
OG0010304	Em0018g363a	sp|Q6VN20|RBP10_HUMAN
OG0010305	Em0018g75a	sp|P23526|SAHH_HUMAN
OG0010306	Em0018g361a	sp|Q96FG2|ELMD3_HUMAN
OG0010307	Em0018g385a	sp|Q9Y248|PSF2_HUMAN
OG0010310	Em0010g122a	sp|Q92759|TF2H4_HUMAN
OG0010311	Em0010g1029a	sp|Q96J01|THOC3_HUMAN
OG0010313	Em0018g1162a	sp|O43148|MCES_HUMAN
OG0010314	Em0019g1205a	sp|A2RRH5|WDR27_HUMAN
OG0010315	Em0013g1037a	sp|P43250|GRK6_HUMAN
OG0010316	Em0018g367a	sp|P61421|VA0D1_HUMAN
OG0010317	Em0018g289a	sp|Q8IXZ2|ZC3H3_HUMAN
OG0010318	Em0018g294a	sp|P19387|RPB3_HUMAN
OG0010319	Em0018g143a	sp|Q96AN5|TM143_HUMAN
OG0010320	Em0019g946a	sp|O15033|AREL1_HUMAN
OG0010321	Em0018g427a	sp|Q9NRP0|OSTC_HUMAN
OG0010322	Em0020g357a	sp|Q52WX2|SBK1_HUMAN
OG0010323	Em0020g120a	sp|Q8TBZ9|TEX47_HUMAN
OG0010324	Em0020g360a	sp|Q96RY7|IF140_HUMAN
OG0010327	Em0020g77a	sp|Q9BTE1|DCTN5_HUMAN
OG0010328	Em0019g193a	sp|Q9H668|STN1_HUMAN
OG0010330	Em0019g194a	sp|Q96FW1|OTUB1_HUMAN
OG0010331	Em0019g198a	sp|P20226|TBP_HUMAN
OG0010332	Em0020g114a	sp|O95905|ECD_HUMAN
OG0010333	Em0003g518a	sp|Q9Y512|SAM50_HUMAN
OG0010334	Em0020g210a	sp|Q9H0S4|DDX47_HUMAN
OG0010335	Em0013g723a	sp|Q8IYI6|EXOC8_HUMAN
OG0010336	Em0018g35a	sp|Q9H9F9|ARP5_HUMAN
OG0010337	Em0010g319a	sp|Q12905|ILF2_HUMAN
OG0010338	Em0001g1427a	sp|O75319|DUS11_HUMAN
OG0010339	Em0023g356a	sp|P62701|RS4X_HUMAN
OG0010341	Em0019g73a	sp|Q96A29|FUCT1_HUMAN
OG0010343	Em0018g295a	sp|Q9Y224|RTRAF_HUMAN
OG0010344	Em0007g22a	sp|Q9NVQ4|FAIM1_HUMAN
OG0010345	Em0009g53a	sp|Q9NXE8|CWC25_HUMAN
OG0010347	Em0018g1122a	sp|Q9NY12|GAR1_HUMAN
OG0010349	Em0020g351a	sp|Q9UJK0|TSR3_HUMAN
OG0010350	Em0019g740a	sp|O15226|NKRF_HUMAN
OG0010351	Em0019g195a	sp|Q4LDG9|DNAL1_HUMAN
OG0010352	Em0020g75a	sp|P09234|RU1C_HUMAN
OG0010355	Em0020g116a	sp|Q7Z3J2|VP35L_HUMAN
OG0010357	Em0020g1065a	sp|Q9UH03|SEPT3_HUMAN
OG0010358	Em0020g1026a	sp|P30566|PUR8_HUMAN
OG0010359	Em0019g252a	sp|P55010|IF5_HUMAN
OG0010360	Em0019g650a	sp|Q96G28|CFA36_HUMAN
OG0010361	Em0019g207a	sp|Q6EMB2|TTLL5_HUMAN
OG0010362	Em0019g656a	sp|Q92994|TF3B_HUMAN
OG0010365	Em0020g664a	sp|Q9NXR8|ING3_HUMAN
OG0010366	Em0023g75a	sp|Q9UIF3|TEKT2_HUMAN
OG0010367	Em0023g427a	sp|Q9BY41|HDAC8_HUMAN
OG0010368	Em0008g1213a	sp|Q96JN8|NEUL4_HUMAN
OG0010369	Em0003g1397a	sp|Q9NZL4|HPBP1_HUMAN
OG0010370	Em0018g236a	sp|Q96C92|ENTR1_HUMAN
OG0010372	Em0020g660a	sp|O00232|PSD12_HUMAN
OG0010375	Em0020g452a	sp|Q9HB40|RISC_HUMAN
OG0010376	Em0020g359a	sp|Q86XA0|MET23_HUMAN
OG0010378	Em0018g994a	sp|O43313|ATMIN_HUMAN
OG0010379	Em0003g484a	sp|Q9NX18|SDHF2_HUMAN
OG0010380	Em0016g558a	sp|Q8N8U9|BMPER_HUMAN
OG0010381	Em0020g78a	sp|Q8N122|RPTOR_HUMAN
OG0010382	Em0019g199a	sp|P07954|FUMH_HUMAN
OG0010383	Em0020g119a	sp|A4D2P6|GRD2I_HUMAN
OG0010385	Em0018g789a	sp|Q9BV90|SNR25_HUMAN
OG0010386	Em0020g1066a	sp|Q9BW83|IFT27_HUMAN
OG0010387	Em0023g247a	sp|Q9H9T3|ELP3_HUMAN
OG0010388	Em0023g226a	sp|A0AVI4|TM129_HUMAN
OG0010389	Em0023g228a	sp|P10606|COX5B_HUMAN
